"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"47002";0,53;"Ideal";"G";"VVS2";62,5;54;1818;5,19;5,21;3,25
"47003";0,53;"Ideal";"G";"VVS2";62,6;56;1818;5,16;5,19;3,24
"47004";0,31;"Ideal";"F";"IF";61,2;57;1818;4,35;4,38;2,67
"47005";0,53;"Ideal";"F";"VS1";60,4;57;1818;5,25;5,22;3,16
"47006";0,51;"Premium";"D";"VS2";61,9;58;1818;5,19;5,12;3,19
"47007";0,71;"Good";"F";"SI2";64;58;1818;5,65;5,59;3,6
"47008";0,75;"Good";"G";"SI2";63,6;58;1819;5,75;5,7;3,64
"47009";0,56;"Ideal";"E";"VS2";61,9;55;1819;5,29;5,34;3,29
"47010";0,56;"Ideal";"E";"VS2";60,9;56;1819;5,32;5,35;3,25
"47011";0,56;"Ideal";"E";"VS2";61,5;57;1819;5,27;5,3;3,25
"47012";0,56;"Very Good";"G";"VS1";60,5;59;1819;5,26;5,31;3,2
"47013";0,6;"Premium";"E";"VS2";62,7;58;1819;5,34;5,37;3,36
"47014";0,56;"Very Good";"E";"VS2";61,8;56;1819;5,28;5,31;3,27
"47015";0,56;"Ideal";"E";"VS2";60,7;57;1819;5,31;5,34;3,23
"47016";0,56;"Very Good";"E";"VS2";61,9;55;1819;5,25;5,31;3,27
"47017";0,56;"Ideal";"E";"VS2";61,7;54;1819;5,28;5,35;3,28
"47018";0,56;"Ideal";"G";"VS1";62,2;55;1819;5,27;5,31;3,29
"47019";0,56;"Premium";"G";"VS1";62,4;58;1819;5,22;5,3;3,28
"47020";0,56;"Ideal";"E";"VS2";62,6;57;1819;5,26;5,29;3,3
"47021";0,56;"Premium";"G";"VS1";61,2;60;1819;5,26;5,3;3,23
"47022";0,56;"Premium";"E";"VS2";61,8;59;1819;5,27;5,34;3,28
"47023";0,56;"Very Good";"E";"VS2";62,1;57;1819;5,27;5,3;3,28
"47024";0,56;"Ideal";"E";"VS2";61,9;56;1819;5,27;5,32;3,28
"47025";0,56;"Ideal";"G";"VS1";60,6;56;1819;5,33;5,36;3,24
"47026";0,56;"Very Good";"E";"VS2";61,4;61;1819;5,28;5,31;3,25
"47027";0,52;"Premium";"E";"VS1";61,7;58;1819;5,17;5,11;3,17
"47028";0,56;"Ideal";"H";"VVS1";62,1;54;1819;5,28;5,31;3,29
"47029";0,54;"Ideal";"F";"VS1";62,5;56;1819;5,18;5,22;3,25
"47030";0,57;"Ideal";"E";"VS2";61,6;56;1819;5,38;5,34;3,3
"47031";0,57;"Ideal";"E";"VS2";60,8;56;1819;5,4;5,35;3,27
"47032";0,57;"Ideal";"E";"VS2";60,4;57;1819;5,4;5,36;3,25
"47033";0,55;"Premium";"F";"VS2";61,7;56;1819;5,29;5,25;3,25
"47034";0,55;"Ideal";"F";"VS2";61,7;56;1819;5,3;5,26;3,26
"47035";0,55;"Ideal";"F";"VS2";61,1;57;1819;5,3;5,27;3,23
"47036";0,55;"Ideal";"F";"VS2";61,1;56;1819;5,31;5,27;3,23
"47037";0,55;"Ideal";"F";"VS2";61,7;57;1819;5,29;5,24;3,25
"47038";0,55;"Ideal";"D";"SI1";60,6;56;1819;5,32;5,27;3,21
"47039";0,55;"Premium";"D";"SI1";61;58;1819;5,29;5,27;3,22
"47040";0,55;"Premium";"D";"SI1";60,7;58;1819;5,3;5,24;3,2
"47041";0,55;"Premium";"D";"SI1";61,2;58;1819;5,29;5,24;3,22
"47042";0,67;"Premium";"D";"SI2";62,9;56;1819;5,65;5,6;3,54
"47043";0,57;"Premium";"G";"VS1";60,2;57;1819;5,42;5,37;3,25
"47044";0,57;"Premium";"G";"VS1";61;57;1819;5,4;5,35;3,28
"47045";0,5;"Premium";"D";"VS2";59,7;57;1819;5,13;5,08;3,05
"47046";0,5;"Very Good";"D";"VS2";63,3;57;1819;5,08;5,06;3,21
"47047";0,5;"Ideal";"D";"VS2";62,9;54;1819;5,09;5,05;3,19
"47048";0,6;"Ideal";"H";"VS1";61,6;56;1820;5,4;5,42;3,33
"47049";0,59;"Ideal";"D";"SI1";62,5;55;1820;5,35;5,4;3,36
"47050";0,54;"Ideal";"F";"VS2";61,1;57;1820;5,3;5,27;3,23
"47051";0,53;"Very Good";"F";"VS1";61,5;59;1821;5,19;5,22;3,2
"47052";0,68;"Very Good";"E";"SI2";63,1;54,5;1821;5,61;5,64;3,55
"47053";0,71;"Premium";"I";"SI2";60,3;58;1821;5,72;5,78;3,47
"47054";0,71;"Very Good";"J";"VS2";62,8;61;1821;5,63;5,71;3,56
"47055";0,63;"Ideal";"G";"VS2";62,6;55;1821;5,5;5,46;3,43
"47056";0,61;"Ideal";"G";"VS2";61,4;55,7;1821;5,43;5,53;3,37
"47057";0,61;"Good";"H";"VVS2";60,3;60,5;1821;5,44;5,48;3,29
"47058";0,61;"Good";"G";"VS2";61,2;62,8;1821;5,38;5,42;3,3
"47059";0,61;"Good";"G";"VS2";59,6;61,5;1821;5,47;5,52;3,27
"47060";0,59;"Ideal";"D";"SI1";61,2;56;1821;5,43;5,38;3,31
"47061";0,59;"Good";"D";"SI1";63,7;56;1821;5,35;5,32;3,4
"47062";0,52;"Very Good";"E";"VS1";63,3;58;1822;5,07;5,11;3,22
"47063";0,52;"Very Good";"E";"VS1";62,6;56;1822;5,11;5,14;3,21
"47064";0,52;"Ideal";"D";"VS2";61,8;55;1822;5,16;5,19;3,2
"47065";0,52;"Ideal";"D";"VS2";61,6;55;1822;5,15;5,2;3,19
"47066";0,52;"Ideal";"D";"VS2";61,7;56;1822;5,16;5,18;3,19
"47067";0,52;"Ideal";"D";"VS2";62,6;56;1822;5,11;5,14;3,21
"47068";0,52;"Ideal";"D";"VS2";62,3;54;1822;5,14;5,19;3,22
"47069";0,52;"Ideal";"D";"VS2";61,3;56;1822;5,15;5,2;3,17
"47070";0,52;"Ideal";"D";"VS2";61,8;55;1822;5,16;5,19;3,2
"47071";0,52;"Ideal";"D";"VS2";61,5;56;1822;5,15;5,19;3,18
"47072";0,52;"Ideal";"D";"VS2";62,2;56;1822;5,13;5,16;3,2
"47073";0,52;"Ideal";"D";"VS2";61,9;57;1822;5,14;5,17;3,19
"47074";0,52;"Ideal";"D";"VS2";62,3;56;1822;5,11;5,16;3,2
"47075";0,52;"Premium";"D";"VS2";61,2;58;1822;5,16;5,2;3,17
"47076";0,52;"Very Good";"D";"VS2";60,6;56;1822;5,22;5,25;3,17
"47077";0,52;"Ideal";"D";"VS2";61,8;56;1822;5,15;5,17;3,19
"47078";0,52;"Ideal";"D";"VS2";61,8;57;1822;5,16;5,2;3,2
"47079";0,52;"Ideal";"D";"VS2";62,6;55;1822;5,12;5,14;3,21
"47080";0,52;"Ideal";"D";"VS2";62,7;53;1822;5,14;5,17;3,23
"47081";0,56;"Ideal";"G";"VS1";62;56;1822;5,28;5,3;3,28
"47082";0,69;"Ideal";"H";"SI1";62,1;57;1822;5,65;5,62;3,5
"47083";0,69;"Premium";"H";"SI1";62,8;58;1822;5,65;5,62;3,54
"47084";0,54;"Ideal";"E";"VS1";62,6;55;1823;5,22;5,2;3,26
"47085";0,62;"Premium";"G";"VS2";62,2;55;1823;5,51;5,46;3,41
"47086";0,56;"Ideal";"G";"VS1";60,3;57;1824;5,37;5,41;3,25
"47087";0,7;"Good";"J";"SI2";58,7;58;1824;5,74;5,85;3,4
"47088";0,7;"Good";"J";"SI2";61,2;64;1824;5,68;5,73;3,49
"47089";0,73;"Premium";"H";"SI2";60,5;57;1824;5,84;5,76;3,51
"47090";0,4;"Ideal";"E";"VVS1";61,3;56;1824;4,78;4,75;2,92
"47091";0,4;"Ideal";"E";"VVS1";61,7;55;1824;4,76;4,74;2,93
"47092";0,51;"Ideal";"G";"VVS2";62,5;59;1825;5,08;5,12;3,19
"47093";0,53;"Ideal";"D";"VS2";61,1;56;1825;5,28;5,24;3,21
"47094";0,52;"Ideal";"E";"VS2";62,2;54;1825;5,13;5,16;3,2
"47095";0,54;"Ideal";"E";"VS2";61,1;57;1825;5,24;5,26;3,21
"47096";0,53;"Premium";"D";"VS2";59,9;58;1825;5,29;5,26;3,16
"47097";0,53;"Very Good";"D";"VS2";63,4;55;1825;5,23;5,11;3,28
"47098";0,71;"Premium";"H";"SI2";61,5;60;1826;5,72;5,7;3,51
"47099";0,57;"Very Good";"E";"VS2";59,5;56;1826;5,45;5,47;3,25
"47100";0,71;"Fair";"J";"VS2";64,4;56;1826;5,64;5,6;3,62
"47101";0,51;"Ideal";"D";"VS1";60,7;57;1826;5,18;5,23;3,16
"47102";0,7;"Ideal";"J";"SI2";61,6;57;1826;5,68;5,65;3,49
"47103";0,53;"Very Good";"G";"VVS2";62,2;54;1827;5,19;5,23;3,23
"47104";0,51;"Ideal";"G";"VVS2";62,2;56;1827;5,09;5,13;3,18
"47105";0,51;"Ideal";"G";"VVS2";61,6;56;1827;5,12;5,14;3,16
"47106";0,61;"Premium";"H";"VVS2";62,4;59;1827;5,4;5,43;3,38
"47107";0,43;"Ideal";"E";"VVS1";61;57;1827;4,85;4,88;2,97
"47108";0,7;"Premium";"J";"SI1";63;56;1827;5,66;5,61;3,55
"47109";0,53;"Ideal";"E";"VS1";60,9;57;1827;5,25;5,19;3,18
"47110";0,75;"Fair";"J";"SI1";55;66;1827;6,2;6,04;3,37
"47111";0,65;"Premium";"E";"SI2";62,6;59;1827;5,54;5,49;3,45
"47112";0,7;"Premium";"J";"SI1";61,3;59;1827;5,75;5,73;3,52
"47113";0,87;"Ideal";"G";"I1";61,5;57;1827;6,09;6,04;3,73
"47114";0,65;"Very Good";"I";"VVS2";61,3;59,3;1828;5,52;5,59;3,4
"47115";0,65;"Very Good";"G";"SI1";62;58;1828;5,5;5,58;3,43
"47116";0,61;"Very Good";"D";"SI1";58,5;58;1828;5,54;5,64;3,27
"47117";0,79;"Very Good";"J";"SI1";58,8;62;1828;6,01;6,03;3,54
