"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"12202";1,18;"Premium";"G";"SI2";62,5;54;5190;6,81;6,78;4,25
"12203";1,23;"Very Good";"I";"SI2";62,6;59;5191;6,78;6,86;4,27
"12204";1,15;"Premium";"H";"VS2";60,2;58;5191;6,86;6,8;4,11
"12205";1,01;"Very Good";"G";"SI1";63,7;60;5192;6,31;6,35;4,03
"12206";1,11;"Very Good";"H";"SI1";60,8;60;5192;6,62;6,77;4,07
"12207";1,11;"Very Good";"H";"SI1";63,2;58;5192;6,53;6,61;4,15
"12208";1,05;"Ideal";"G";"SI1";61,8;56;5192;6,5;6,54;4,03
"12209";1,22;"Ideal";"J";"SI1";62,3;55;5192;6,91;6,83;4,28
"12210";1,22;"Very Good";"H";"SI2";63,1;59;5192;6,81;6,75;4,28
"12211";1,22;"Premium";"H";"SI2";61,6;59;5192;6,82;6,75;4,18
"12212";1,15;"Very Good";"E";"SI2";63,1;63;5193;6,63;6,53;4,15
"12213";1,15;"Premium";"E";"SI2";61,7;59;5193;6,7;6,66;4,12
"12214";1,13;"Premium";"H";"SI1";62,3;58;5194;6,68;6,67;4,16
"12215";1,06;"Ideal";"H";"SI1";61,4;55;5194;6,62;6,58;4,05
"12216";0,9;"Very Good";"D";"VS1";58,9;59;5195;6,22;6,31;3,69
"12217";1,02;"Ideal";"F";"SI1";60,3;60;5195;6,55;6,51;3,94
"12218";1,1;"Very Good";"I";"VS1";60,8;58,3;5196;6,63;6,68;4,04
"12219";1;"Premium";"F";"SI1";62,3;59;5197;6,37;6,43;3,99
"12220";1;"Premium";"F";"SI1";61,2;58;5197;6,4;6,44;3,93
"12221";1;"Premium";"F";"SI1";60,3;58;5197;6,43;6,47;3,89
"12222";1;"Ideal";"F";"SI1";62;57;5197;6,37;6,43;3,97
"12223";1;"Ideal";"F";"SI1";61,5;57;5197;6,41;6,46;3,96
"12224";1;"Premium";"F";"SI1";60,7;60;5197;6,36;6,4;3,87
"12225";1;"Premium";"F";"SI1";61,6;60;5197;6,31;6,41;3,9
"12226";1;"Ideal";"F";"SI1";61,9;56;5197;6,36;6,41;3,95
"12227";1,25;"Good";"I";"SI2";63,3;55,8;5197;6,83;6,87;4,34
"12228";1;"Premium";"F";"SI1";62,7;59;5197;6,36;6,4;4
"12229";1;"Premium";"F";"SI1";62,6;60;5197;6,3;6,32;3,95
"12230";1;"Very Good";"F";"SI1";61,6;61;5197;6,3;6,37;3,9
"12231";1,05;"Very Good";"G";"SI1";61,6;57;5197;6,51;6,54;4,02
"12232";1,01;"Good";"H";"SI1";59,5;62;5197;6,49;6,55;3,88
"12233";1,02;"Good";"D";"SI1";57,2;54;5198;6,66;6,62;3,8
"12234";1,19;"Fair";"I";"SI1";64,9;58;5198;6,64;6,55;4,28
"12235";1,02;"Premium";"D";"SI2";59,7;60;5198;6,58;6,55;3,92
"12236";1,02;"Very Good";"D";"SI1";63,2;58;5198;6,41;6,35;4,03
"12237";1,01;"Good";"G";"VS2";63,1;55;5199;6,36;6,38;4,02
"12238";1,01;"Premium";"H";"VS1";62,7;58;5199;6,37;6,39;4
"12239";1,04;"Ideal";"I";"VS1";62,4;57;5199;6,44;6,48;4,03
"12240";1,1;"Ideal";"I";"SI1";61,6;55;5199;6,66;6,68;4,11
"12241";1,05;"Ideal";"H";"SI1";61,1;56;5200;6,52;6,58;4
"12242";1,01;"Ideal";"H";"SI1";60,4;58;5200;6,47;6,5;3,92
"12243";0,9;"Good";"E";"VS1";62,7;58;5201;6,07;6,12;3,82
"12244";0,92;"Very Good";"D";"VS1";60,6;61;5202;6,21;6,29;3,79
"12245";1,01;"Premium";"F";"SI1";62,6;58;5202;6,37;6,32;3,97
"12246";1,01;"Premium";"F";"SI1";61,7;58;5202;6,44;6,39;3,96
"12247";2,06;"Premium";"J";"I1";61,2;58;5203;8,1;8,07;4,95
"12248";1,01;"Premium";"H";"SI1";61,8;59;5204;6,38;6,33;3,93
"12249";1,01;"Very Good";"H";"VS2";61,6;60;5204;6,46;6,39;3,96
"12250";1,05;"Ideal";"G";"SI1";59,7;56;5204;6,67;6,64;3,97
"12251";1,01;"Ideal";"G";"SI1";60,8;56;5204;6,53;6,49;3,96
"12252";1,01;"Premium";"G";"SI1";60;58;5204;6,54;6,5;3,91
"12253";1,05;"Ideal";"D";"SI2";61,9;56;5204;6,53;6,5;4,03
"12254";1,06;"Premium";"H";"VS2";60,8;59;5205;6,55;6,58;3,99
"12255";1,01;"Premium";"D";"SI2";59,3;59;5206;6,57;6,54;3,89
"12256";1,16;"Ideal";"G";"SI2";61,5;54;5206;6,75;6,78;4,16
"12257";1,01;"Ideal";"E";"SI1";61,6;57;5206;6,44;6,49;3,98
"12258";1,03;"Ideal";"I";"VS1";60,9;56;5206;6,52;6,59;3,99
"12259";1,01;"Ideal";"D";"SI2";62,5;57;5206;6,39;6,35;3,98
"12260";1,26;"Premium";"I";"SI2";60,1;59;5207;7,03;6,99;4,21
"12261";1,07;"Ideal";"I";"VS1";62;57;5207;6,5;6,56;4,05
"12262";1,16;"Ideal";"I";"VS2";61,5;57;5207;6,75;6,78;4,16
"12263";0,77;"Ideal";"D";"VVS2";62,3;57;5207;5,83;5,85;3,64
"12264";1,26;"Premium";"J";"SI1";61,7;58;5207;6,99;6,91;4,29
"12265";1;"Premium";"H";"VS2";59,3;61;5208;6,47;6,45;3,83
"12266";1,5;"Good";"H";"SI2";64;61;5208;7,18;7,14;4,58
"12267";1,5;"Good";"H";"SI2";64;61;5208;7,18;7,14;4,58
"12268";1,24;"Fair";"H";"SI2";65;54;5208;6,76;6,73;4,38
"12269";1,24;"Premium";"I";"SI1";62,9;60;5208;6,8;6,74;4,26
"12270";1;"Good";"H";"VS2";56,9;63;5208;6,6;6,57;3,75
"12271";1,23;"Premium";"J";"VS1";60,1;60;5209;6,9;6,95;4,16
"12272";1,29;"Very Good";"J";"SI1";61,2;58;5209;6,97;7,02;4,28
"12273";1,01;"Premium";"D";"SI1";61,7;59;5210;6,4;6,43;3,96
"12274";0,92;"Very Good";"E";"VS1";61,3;57;5210;6,22;6,27;3,83
"12275";1,21;"Very Good";"J";"VS2";61,5;58;5211;6,85;6,9;4,23
"12276";1,26;"Good";"J";"VS2";63,2;57,3;5211;6,81;6,86;4,32
"12277";1,2;"Very Good";"H";"SI2";58,8;61;5211;6,94;6,98;4,09
"12278";1,2;"Very Good";"I";"SI1";62,9;57;5211;6,73;6,78;4,25
"12279";1,2;"Good";"I";"SI1";62,3;58;5211;6,66;6,72;4,17
"12280";1,2;"Good";"I";"SI1";63,9;56;5211;6,62;6,69;4,25
"12281";1;"Fair";"E";"SI1";57,4;62;5212;6,54;6,59;3,77
"12282";0,91;"Ideal";"F";"VS2";62,8;57;5214;6,18;6,2;3,89
"12283";1,33;"Premium";"H";"SI2";61,9;58;5214;7,07;7,01;4,36
"12284";1,36;"Very Good";"J";"SI2";62,6;58;5215;7;7,12;4,42
"12285";1,01;"Ideal";"F";"SI1";59,9;60;5215;6,59;6,53;3,93
"12286";1,01;"Very Good";"E";"SI1";62;61;5216;6,38;6,42;3,97
"12287";1,15;"Ideal";"I";"SI2";61,3;57;5216;6,78;6,71;4,13
"12288";1,23;"Very Good";"J";"VS2";62,9;58;5217;6,75;6,83;4,27
"12289";1,02;"Very Good";"H";"VS2";62,5;56;5217;6,42;6,45;4,02
"12290";1,02;"Premium";"H";"VS2";62,5;60;5217;6,38;6,43;4
"12291";1,02;"Premium";"H";"VS2";61,2;58;5217;6,47;6,5;3,97
"12292";1,23;"Ideal";"J";"VS2";61,5;57;5217;6,9;6,95;4,26
"12293";1,21;"Premium";"H";"SI2";61,9;55;5218;6,84;6,79;4,22
"12294";1,21;"Premium";"H";"SI2";61,9;55;5218;6,84;6,79;4,22
"12295";0,9;"Very Good";"F";"VS2";61,8;57;5218;6,16;6,23;3,83
"12296";1,1;"Very Good";"F";"VS2";63,5;55;5218;6,58;6,52;4,16
"12297";1,21;"Premium";"H";"SI2";60,9;61;5218;6,88;6,82;4,17
"12298";1,21;"Ideal";"I";"SI1";62,4;55;5218;6,81;6,78;4,24
"12299";1,21;"Premium";"I";"SI1";62,8;57;5218;6,74;6,67;4,21
"12300";1,09;"Premium";"H";"SI1";61,6;57;5219;6,63;6,59;4,07
"12301";1,09;"Premium";"H";"SI1";62,4;59;5219;6,53;6,48;4,06
"12302";1;"Good";"H";"VS1";61,8;61;5219;6,4;6,31;3,93
"12303";1,02;"Good";"D";"SI1";61;63;5219;6,48;6,54;3,97
"12304";1,09;"Ideal";"H";"SI1";62,3;55;5219;6,61;6,58;4,11
"12305";1,09;"Ideal";"H";"SI1";61,1;57;5219;6,71;6,62;4,07
"12306";1,09;"Ideal";"H";"SI1";61,1;57;5219;6,69;6,6;4,1
"12307";1,09;"Ideal";"H";"SI1";62,5;56;5219;6,58;6,53;4,1
"12308";1,13;"Premium";"E";"SI2";60,4;59;5220;6,7;6,75;4,06
"12309";1,13;"Very Good";"I";"VS1";61,7;54;5220;6,71;6,74;4,15
"12310";1,07;"Ideal";"H";"SI1";62,1;57;5220;6,5;6,55;4,05
"12311";1,04;"Ideal";"F";"SI1";61,4;59;5220;6,46;6,5;3,98
"12312";1,2;"Very Good";"H";"SI2";63,5;57;5221;6,67;6,71;4,25
"12313";1,24;"Ideal";"I";"SI2";61,9;57;5221;6,87;6,92;4,27
"12314";1;"Premium";"F";"SI1";62,3;59;5221;6,44;6,36;3,99
"12315";1;"Ideal";"F";"SI1";62,7;57;5221;6,44;6,38;4,02
"12316";1,11;"Good";"I";"VVS2";60,1;64;5221;6,73;6,62;4,02
"12317";1,02;"Very Good";"F";"SI1";62,2;56;5222;6,39;6,43;3,99
"12318";0,9;"Ideal";"H";"VS1";62,2;56;5222;6,16;6,18;3,84
"12319";1,28;"Very Good";"F";"SI2";62,5;55;5223;6,91;7;4,35
"12320";1,06;"Ideal";"E";"SI2";62,2;55;5223;6,51;6,54;4,06
"12321";1,04;"Premium";"G";"SI1";62,7;59;5223;6,47;6,41;4,04
"12322";1,15;"Ideal";"G";"SI1";61,7;56;5224;6,72;6,76;4,16
"12323";1,01;"Very Good";"E";"SI1";59,5;60;5224;6,49;6,55;3,88
"12324";1,01;"Very Good";"E";"SI1";62,3;60;5224;6,36;6,39;3,97
"12325";1,01;"Very Good";"E";"SI1";59,9;59;5224;6,46;6,49;3,88
"12326";1,27;"Very Good";"J";"SI1";60,9;59;5224;6,96;7,04;4,26
"12327";0,91;"Good";"F";"VVS2";62,6;61;5225;6,12;6,19;3,85
"12328";1,2;"Very Good";"J";"VS1";62,9;60;5226;6,64;6,69;4,19
"12329";1,21;"Ideal";"G";"SI2";62,1;57;5226;6,8;6,85;4,24
"12330";1,1;"Very Good";"D";"SI2";61,6;57;5226;6,61;6,67;4,09
"12331";1,2;"Very Good";"I";"SI1";61,2;62;5226;6,75;6,84;4,16
"12332";1,01;"Good";"E";"SI1";63,6;60;5226;6,38;6,32;4,04
"12333";1,01;"Very Good";"E";"SI1";63,4;60;5226;6,34;6,3;4,01
"12334";1,01;"Good";"E";"SI1";63,7;58;5226;6,36;6,32;4,04
"12335";1,01;"Premium";"E";"SI1";59;59;5226;6,6;6,56;3,88
"12336";1,22;"Premium";"I";"SI2";62,5;58;5226;6,8;6,76;4,24
"12337";1,1;"Ideal";"G";"SI1";62,3;56;5226;6,64;6,58;4,12
"12338";1,22;"Premium";"G";"SI2";61,6;62;5226;6,79;6,75;4,17
"12339";1,22;"Ideal";"I";"SI2";61,3;57;5226;6,91;6,85;4,22
"12340";1,02;"Premium";"G";"SI1";58,9;59;5226;6,59;6,55;3,87
"12341";1,01;"Premium";"E";"SI1";60,5;62;5226;6,5;6,46;3,92
"12342";0,9;"Ideal";"D";"SI1";61,2;55;5226;6,25;6,21;3,81
"12343";1,01;"Premium";"E";"SI1";62,8;60;5226;6,39;6,38;4,01
"12344";1,01;"Very Good";"F";"VS2";63,1;57;5226;6,39;6,29;4
"12345";1,01;"Fair";"F";"VS2";64,5;58;5226;6,28;6,18;4,02
"12346";1,01;"Very Good";"E";"SI1";63,1;58;5226;6,4;6,31;4,01
"12347";1;"Very Good";"G";"VS2";62,8;57;5227;6,33;6,37;3,99
"12348";1;"Very Good";"D";"SI2";60,5;60;5227;6,41;6,44;3,89
"12349";1,05;"Premium";"H";"SI1";61,3;58;5228;6,52;6,47;3,98
"12350";1,14;"Premium";"F";"SI1";62,5;59;5228;6,67;6,65;4,16
"12351";0,91;"Premium";"E";"VS1";62,9;56;5228;6,21;6,13;3,88
"12352";1,01;"Very Good";"E";"SI1";62,4;58;5229;6,36;6,4;3,99
