"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"21202";1,51;"Premium";"I";"SI1";61,7;60;9344;7,31;7,27;4,5
"21203";1,57;"Ideal";"J";"VVS2";61,4;57;9346;7,45;7,5;4,59
"21204";1,23;"Very Good";"F";"VS1";60,6;58;9346;6,88;6,95;4,19
"21205";1,09;"Ideal";"E";"VS2";60,7;57;9346;6,66;6,68;4,05
"21206";1,5;"Ideal";"F";"SI1";62,7;56;9347;7,25;7,35;4,58
"21207";1,16;"Ideal";"F";"VS1";61,9;54;9348;6,75;6,79;4,19
"21208";1,51;"Ideal";"I";"VS2";61,6;57;9352;7,34;7,28;4,5
"21209";1,52;"Ideal";"I";"VS2";62,4;55;9352;7,35;7,4;4,6
"21210";1,5;"Very Good";"I";"VS2";60,5;60;9354;7,31;7,4;4,45
"21211";1;"Ideal";"F";"VVS2";61,9;57;9354;6,47;6,42;3,99
"21212";1,29;"Premium";"G";"VS1";62,4;58;9354;6,89;6,86;4,29
"21213";1,62;"Very Good";"E";"SI2";60,8;59;9355;7,57;7,62;4,62
"21214";1,21;"Very Good";"G";"VVS2";62,9;59;9358;6,68;6,74;4,22
"21215";1,52;"Ideal";"I";"SI1";61,4;57;9358;7,4;7,43;4,55
"21216";1,54;"Ideal";"G";"SI2";61,7;56;9359;7,41;7,44;4,58
"21217";1,07;"Ideal";"G";"IF";61,5;57;9361;6,54;6,59;4,04
"21218";1,23;"Premium";"E";"VS2";58,9;59;9361;7,05;6,98;4,13
"21219";1,24;"Ideal";"G";"VVS2";61,2;56;9362;6,88;6,92;4,22
"21220";1,18;"Premium";"G";"VVS2";59,7;58;9366;6,9;6,94;4,13
"21221";1,22;"Ideal";"H";"VVS2";61,7;56;9366;6,83;6,87;4,23
"21222";1,52;"Good";"G";"SI1";64,4;59;9368;7,18;7,25;4,65
"21223";1,21;"Premium";"G";"VVS2";59,6;60;9370;6,89;6,91;4,11
"21224";1,2;"Premium";"F";"VS1";61,6;61;9370;6,86;6,81;4,21
"21225";1,27;"Premium";"G";"VS1";61,1;60;9371;6,99;7,03;4,28
"21226";1,28;"Ideal";"G";"VS1";62,7;53;9372;6,94;6,97;4,36
"21227";1,2;"Ideal";"G";"VVS2";62,2;56;9373;6,76;6,81;4,22
"21228";1,5;"Premium";"F";"SI2";61,4;60;9374;7,34;7,28;4,49
"21229";1,23;"Ideal";"F";"VS2";61,7;57;9376;6,9;6,94;4,27
"21230";1,6;"Ideal";"I";"SI1";62;55;9376;7,53;7,59;4,69
"21231";1,25;"Very Good";"F";"VS2";62,5;59;9377;6,81;6,89;4,28
"21232";1,11;"Premium";"F";"VVS2";59,2;59;9377;6,79;6,82;4,03
"21233";1,15;"Ideal";"G";"VVS1";60,6;56;9377;6,83;6,8;4,13
"21234";1,7;"Good";"J";"VS2";62,4;61;9380;7,47;7,53;4,68
"21235";1,54;"Premium";"J";"VVS1";62,4;59;9383;7,38;7,36;4,6
"21236";1,19;"Ideal";"G";"VVS2";60,8;55;9383;6,91;6,9;4,19
"21237";1,5;"Very Good";"G";"SI2";63,1;57;9384;7,29;7,25;4,59
"21238";1,71;"Premium";"I";"VS2";62,4;61;9384;7,67;7,59;4,76
"21239";1,53;"Premium";"J";"VVS1";61,6;59;9384;7,35;7,39;4,54
"21240";1,59;"Premium";"H";"SI2";62,6;59;9385;7,42;7,4;4,64
"21241";1,51;"Fair";"H";"SI1";65,4;59;9386;7,17;7,11;4,67
"21242";1,52;"Very Good";"D";"SI2";60,6;62;9389;7,37;7,42;4,48
"21243";1,53;"Very Good";"H";"SI2";61,2;55,9;9391;7,43;7,46;4,56
"21244";1,54;"Ideal";"H";"SI1";61,1;56;9391;7,47;7,42;4,56
"21245";1,51;"Ideal";"G";"SI2";62,3;56;9391;7,31;7,37;4,57
"21246";1,5;"Good";"H";"SI1";61;59;9394;7,31;7,39;4,48
"21247";1,21;"Ideal";"F";"VS2";61,3;56;9397;6,86;6,91;4,22
"21248";1,26;"Ideal";"G";"VS2";60,8;55;9399;7,02;7,04;4,28
"21249";1,8;"Ideal";"H";"SI1";62,2;57;9399;7,79;7,71;4,82
"21250";1,34;"Ideal";"G";"VS2";61,9;56;9401;7,1;7,05;4,38
"21251";1,19;"Ideal";"G";"VVS2";60,9;53;9403;6,88;6,92;4,2
"21252";1,56;"Ideal";"J";"VS1";61,9;55;9404;7,44;7,46;4,61
"21253";1,52;"Ideal";"E";"SI2";60,1;57;9405;7,49;7,53;4,51
"21254";1,24;"Good";"G";"VS1";60,2;63;9405;6,96;6,99;4,2
"21255";1,2;"Ideal";"G";"VVS2";62,2;55;9407;6,77;6,81;4,23
"21256";1,6;"Ideal";"I";"SI1";62,4;53,5;9407;7,45;7,5;4,66
"21257";1,57;"Very Good";"H";"VS2";63,4;56;9407;7,46;7,4;4,71
"21258";1,32;"Ideal";"G";"VS2";61,1;57;9408;7,07;7,13;4,34
"21259";1,5;"Ideal";"I";"VS2";62,6;55;9408;7,39;7,31;4,6
"21260";1,5;"Premium";"F";"SI2";60,8;59;9408;7,36;7,3;4,46
"21261";1,24;"Premium";"F";"VS2";62,2;58;9411;6,89;6,84;4,27
"21262";1,01;"Premium";"F";"VVS1";62,8;58;9412;6,39;6,35;4
"21263";1,03;"Ideal";"F";"VVS2";62;56;9413;6,48;6,45;4,01
"21264";1,7;"Ideal";"J";"VS2";62,5;57;9414;7,6;7,63;4,76
"21265";1,51;"Very Good";"I";"VVS2";61,9;56;9416;7,35;7,38;4,56
"21266";1,57;"Ideal";"H";"SI1";61,8;55;9416;7,47;7,51;4,63
"21267";1,51;"Very Good";"F";"SI1";63,2;57;9417;7,34;7,23;4,6
"21268";1,21;"Premium";"F";"VS2";62,2;60;9419;6,75;6,72;4,19
"21269";1,16;"Ideal";"G";"VVS2";62,2;56;9419;6,74;6,7;4,18
"21270";1,53;"Premium";"J";"IF";61,1;58;9424;7,41;7,45;4,54
"21271";1,53;"Premium";"F";"SI2";62,7;60;9424;7,28;7,34;4,58
"21272";1,2;"Ideal";"D";"VS2";61,4;55;9424;6,78;6,87;4,19
"21273";1,65;"Ideal";"G";"VS2";62,2;55;9425;7,6;7,57;4,72
"21274";1,7;"Ideal";"H";"SI1";62,2;53;9425;7,67;7,6;4,75
"21275";1,55;"Very Good";"G";"SI1";59,8;59;9428;7,45;7,47;4,46
"21276";1,77;"Premium";"J";"VS2";59,6;58;9428;7,94;7,86;4,71
"21277";1,27;"Ideal";"G";"VS1";59,6;57;9431;7,09;7,06;4,22
"21278";1,16;"Ideal";"F";"VS2";61,3;57;9432;6,76;6,79;4,15
"21279";1,16;"Ideal";"F";"VS2";61,4;56;9432;6,83;6,78;4,18
"21280";1,06;"Very Good";"F";"IF";60,6;56;9433;6,62;6,69;4,03
"21281";2,03;"Premium";"J";"SI2";60,4;59;9435;8,15;8,12;4,91
"21282";2;"Very Good";"I";"SI2";63,1;56;9435;7,98;7,84;5
"21283";1,61;"Ideal";"I";"SI1";62,7;55;9439;7,48;7,54;4,71
"21284";1,12;"Premium";"G";"IF";61,2;58;9440;6,67;6,7;4,09
"21285";1,2;"Premium";"F";"VS2";60,2;60;9442;6,91;6,82;4,13
"21286";1,51;"Ideal";"I";"VS2";60,6;56;9442;7,44;7,47;4,52
"21287";1,57;"Very Good";"I";"VS2";60,2;58;9443;7,51;7,57;4,54
