"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"8602";1,03;"Good";"D";"SI1";64,3;58;4441;6,31;6,28;4,05
"8603";1,11;"Very Good";"I";"SI2";62,5;58;4442;6,59;6,65;4,14
"8604";1,07;"Ideal";"H";"SI2";61,8;56;4442;6,58;6,63;4,08
"8605";1,01;"Premium";"G";"SI2";62,4;58;4442;6,41;6,38;3,99
"8606";1,08;"Premium";"G";"SI2";60,3;58;4442;6,72;6,65;4,03
"8607";1,2;"Very Good";"G";"SI2";61,8;60;4443;6,78;6,85;4,21
"8608";1,2;"Very Good";"G";"SI2";61,5;58;4443;6,83;6,85;4,21
"8609";1,08;"Ideal";"J";"SI1";61,8;56,2;4443;6,55;6,58;4,06
"8610";1,02;"Good";"E";"SI1";63,7;62;4443;6,31;6,4;4,05
"8611";1,02;"Good";"E";"SI1";63,1;57;4443;6,37;6,43;4,04
"8612";0,84;"Very Good";"D";"VS1";60,6;57;4443;6,06;6,15;3,7
"8613";0,9;"Premium";"E";"SI1";62,7;60;4443;6,13;6,03;3,81
"8614";1,01;"Ideal";"J";"VS2";62,2;54;4443;6,41;6,47;4,01
"8615";0,91;"Very Good";"D";"SI1";62;60;4444;6,12;6,2;3,82
"8616";0,8;"Good";"E";"VS1";60,2;54;4444;6,04;6,01;3,63
"8617";1,09;"Premium";"E";"SI2";59,4;60;4444;6,81;6,7;4,01
"8618";1,24;"Premium";"H";"SI2";62,3;58;4444;6,84;6,8;4,25
"8619";1,01;"Very Good";"E";"SI2";62;60;4445;6,36;6,41;3,96
"8620";1;"Good";"I";"VVS1";56,5;62;4445;6,58;6,55;3,71
"8621";1,05;"Premium";"F";"SI1";61,8;58;4445;6,51;6,44;4,01
"8622";1,07;"Premium";"F";"SI2";61,8;58;4446;6,57;6,51;4,04
"8623";1,07;"Good";"F";"SI2";61,3;65;4446;6,59;6,41;4
"8624";1,07;"Premium";"F";"SI2";61,7;58;4446;6,58;6,55;4,05
"8625";0,9;"Very Good";"D";"SI1";63,4;57;4447;6,13;6,1;3,88
"8626";0,71;"Ideal";"E";"VVS2";61,7;56;4447;5,78;5,8;3,57
"8627";0,93;"Premium";"D";"SI1";60,8;59;4448;6,27;6,24;3,8
"8628";1,06;"Ideal";"I";"VS2";62,3;56;4449;6,51;6,56;4,07
"8629";0,9;"Very Good";"E";"VS1";63;55;4449;6,08;6,15;3,85
"8630";1,03;"Very Good";"F";"SI2";62,2;56;4449;6,51;6,48;4,04
"8631";1,13;"Ideal";"F";"SI2";60,4;56;4449;6,78;6,72;4,08
"8632";1,02;"Premium";"G";"SI1";62,6;59;4449;6,43;6,38;4,01
"8633";1,01;"Very Good";"H";"SI1";62,3;63;4449;6,3;6,23;3,9
"8634";0,92;"Premium";"H";"VS2";62,4;60;4451;6,24;6,16;3,87
"8635";1,04;"Very Good";"J";"VS2";59,5;59;4451;6,59;6,66;3,94
"8636";1,07;"Very Good";"I";"SI1";62,6;58;4451;6,49;6,57;4,09
"8637";0,85;"Premium";"F";"VVS2";61,2;60;4451;6,13;6,1;3,74
"8638";0,93;"Good";"G";"SI1";63,8;58;4452;6,09;6,14;3,9
"8639";0,9;"Ideal";"G";"SI1";62,3;58;4452;6,17;6,22;3,86
"8640";1,06;"Premium";"I";"SI1";61,9;59;4452;6,52;6,5;4,03
"8641";1;"Premium";"I";"VS2";61,6;59;4452;6,47;6,39;3,96
"8642";1,06;"Premium";"I";"SI1";61,9;57;4452;6,61;6,51;4,06
"8643";1;"Ideal";"F";"SI2";61,2;57;4452;6,48;6,39;3,94
"8644";1;"Ideal";"F";"SI2";61,3;56;4452;6,46;6,43;3,95
"8645";1,06;"Ideal";"H";"SI2";62,8;57;4452;6,57;6,49;4,1
"8646";1,06;"Premium";"F";"SI2";62,4;58;4452;6,54;6,5;4,07
"8647";1;"Premium";"F";"SI2";61,3;61;4452;6,39;6,36;3,91
"8648";1;"Premium";"F";"SI2";61,1;61;4452;6,38;6,35;3,89
"8649";1;"Premium";"F";"SI2";61,6;61;4452;6,36;6,33;3,91
"8650";1;"Good";"F";"SI1";64;57;4452;6,33;6,29;4,04
"8651";1,06;"Ideal";"H";"SI2";59,4;57;4452;6,67;6,63;3,95
"8652";0,91;"Ideal";"G";"SI1";62;54;4453;6,23;6,26;3,87
"8653";1,07;"Good";"E";"SI2";60;62;4453;6,57;6,62;3,96
"8654";0,71;"Ideal";"F";"VVS1";62;56;4454;5,72;5,77;3,56
"8655";1,03;"Ideal";"F";"SI2";61,8;56;4454;6,49;6,46;4
"8656";1,02;"Premium";"H";"SI2";62,7;59;4455;6,41;6,34;4
"8657";0,9;"Very Good";"H";"VS1";62,1;57;4455;6,17;6,23;3,85
"8658";1,08;"Ideal";"H";"SI2";59,3;57;4455;6,71;6,74;3,99
"8659";1,2;"Very Good";"I";"SI2";61,9;59;4455;6,77;6,84;4,21
"8660";1,2;"Very Good";"J";"SI1";60,5;59;4455;6,79;6,84;4,12
"8661";1,08;"Ideal";"H";"SI2";60,4;57;4455;6,63;6,68;4,02
"8662";1,16;"Very Good";"H";"SI2";59,6;59;4455;6,85;6,87;4,09
"8663";1,16;"Very Good";"H";"SI2";63,2;57;4455;6,66;6,7;4,22
"8664";1,04;"Ideal";"G";"SI2";61,7;56;4455;6,57;6,52;4,04
"8665";0,9;"Premium";"G";"SI1";62,6;57;4455;6,16;6,11;3,84
"8666";1,3;"Premium";"G";"SI2";63;59;4455;6,97;6,9;4,37
"8667";1,17;"Very Good";"H";"SI2";63,1;58;4455;6,72;6,64;4,22
"8668";0,9;"Premium";"G";"SI1";60,6;57;4455;6,28;6,2;3,78
"8669";1,02;"Premium";"F";"SI1";62,6;58;4455;6,42;6,36;4
"8670";1,04;"Premium";"G";"SI2";62,6;58;4455;6,49;6,42;4,04
"8671";1,04;"Ideal";"G";"SI2";61,4;57;4455;6,54;6,48;4
"8672";1,04;"Ideal";"G";"SI2";60,7;57;4455;6,61;6,51;3,98
"8673";1,02;"Fair";"H";"VS1";71,8;56;4455;6,04;5,97;4,31
"8674";1;"Fair";"G";"VS1";64,9;65;4455;6,31;6,18;4,05
"8675";1,02;"Ideal";"I";"SI1";61,3;56;4455;6,52;6,47;3,98
"8676";1,11;"Good";"H";"SI2";63,5;60,3;4456;6,49;6,58;4,15
"8677";1,11;"Very Good";"H";"SI2";59,8;60;4456;6,66;6,75;4,01
"8678";0,96;"Good";"H";"VS1";63,9;54;4456;6,27;6,22;3,99
"8679";1,09;"Premium";"G";"SI2";59;58;4456;6,78;6,72;3,98
"8680";1,01;"Good";"D";"SI2";63,5;61;4457;6,33;6,37;4,03
"8681";1,02;"Ideal";"F";"SI2";61;58;4457;6,48;6,51;3,96
"8682";0,92;"Ideal";"I";"SI1";61,7;56;4457;6,2;6,23;3,83
"8683";1,1;"Good";"G";"SI2";60,5;61;4457;6,69;6,74;4,06
"8684";1,11;"Ideal";"I";"SI2";61,9;57;4457;6,66;6,62;4,11
"8685";0,7;"Ideal";"F";"VVS1";62,2;57;4458;5,7;5,74;3,56
"8686";1,01;"Ideal";"F";"SI2";61,5;56;4458;6,42;6,49;3,97
"8687";1,01;"Ideal";"F";"SI2";62,1;55;4458;6,42;6,47;4
"8688";1,03;"Ideal";"I";"SI1";60,7;60;4458;6,5;6,55;3,96
"8689";1,07;"Ideal";"H";"VS2";62,1;57;4458;6,53;6,49;4,04
"8690";1,02;"Premium";"F";"SI2";61,1;59;4459;6,41;6,45;3,93
"8691";1,06;"Ideal";"G";"SI2";62,2;55;4459;6,53;6,56;4,07
"8692";1,02;"Premium";"F";"SI2";61,5;58;4459;6,42;6,49;3,97
"8693";1,02;"Premium";"F";"SI2";62,5;60;4459;6,36;6,43;4
"8694";1,02;"Premium";"I";"VS2";62;58;4459;6,44;6,47;4
"8695";0,91;"Premium";"G";"VS1";62,2;58;4459;6,22;6,12;3,85
"8696";1;"Ideal";"H";"SI2";61,5;55,6;4459;6,41;6,48;3,96
"8697";1,02;"Good";"D";"SI2";64,1;58;4459;6,25;6,32;4,03
"8698";1,58;"Premium";"I";"I1";60,2;61;4459;7,55;7,51;4,53
"8699";0,9;"Good";"G";"VS1";63,6;58;4460;6,12;6,09;3,88
"8700";0,9;"Good";"G";"VS1";63,7;56;4460;6,15;6,07;3,89
"8701";0,3;"Very Good";"G";"VS1";60,8;56;585;4,35;4,37;2,65
"8702";0,3;"Very Good";"G";"VS1";62,1;55;585;4,28;4,31;2,67
"8703";0,38;"Very Good";"F";"SI2";61,2;57;585;4,67;4,71;2,87
"8704";0,4;"Premium";"I";"SI2";62,9;59;585;4,68;4,63;2,93
"8705";0,28;"Very Good";"G";"VVS1";61,9;55;586;4,18;4,2;2,6
"8706";0,28;"Very Good";"G";"VVS1";60,7;56;586;4,27;4,29;2,6
"8707";0,28;"Ideal";"G";"VVS2";61,6;56;586;4,18;4,2;2,58
"8708";0,28;"Ideal";"G";"VVS2";61,5;56;586;4,22;4,24;2,6
"8709";0,28;"Ideal";"H";"VVS1";62;55;586;4,17;4,22;2,6
"8710";0,39;"Ideal";"J";"VS2";61,8;55,9;586;4,66;4,69;2,89
"8711";0,31;"Ideal";"G";"VS1";62,3;54;586;4,31;4,33;2,69
"8712";0,23;"Ideal";"E";"VS1";61,9;55;586;3,94;3,98;2,45
"8713";0,23;"Ideal";"E";"VS1";61,5;54;586;3,96;3,97;2,44
"8714";0,37;"Ideal";"G";"SI1";61,4;56;586;4,63;4,65;2,85
"8715";0,37;"Ideal";"G";"SI1";61,4;55;586;4,63;4,68;2,86
"8716";0,37;"Ideal";"G";"SI1";62;55;586;4,62;4,64;2,87
"8717";0,37;"Ideal";"G";"SI1";61,9;55;586;4,62;4,66;2,87
"8718";0,32;"Ideal";"F";"SI1";61,4;54;586;4,42;4,44;2,72
"8719";0,32;"Ideal";"F";"SI1";60,9;55;586;4,46;4,53;2,72
"8720";0,28;"Ideal";"H";"IF";63;55;586;4,14;4,19;2,62
"8721";0,28;"Ideal";"H";"IF";62;56;586;4,2;4,23;2,61
"8722";0,3;"Fair";"E";"VVS2";66,6;54;586;4,14;4,18;2,77
"8723";0,31;"Good";"I";"VS1";63,9;55;586;4,3;4,28;2,74
"8724";0,31;"Premium";"H";"VS2";58,9;61;586;4,46;4,43;2,62
"8725";0,31;"Good";"H";"VS2";63,8;56;586;4,33;4,29;2,75
"8726";0,38;"Very Good";"D";"SI1";62;55;586;4,67;4,72;2,91
"8727";0,27;"Very Good";"E";"VVS2";61,8;59;586;4,14;4,18;2,57
"8728";0,27;"Ideal";"D";"VVS1";61,7;57;586;4,16;4,2;2,58
"8729";0,27;"Ideal";"E";"VVS1";62;56;586;4,16;4,19;2,59
"8730";0,27;"Good";"E";"VVS1";63,9;57;586;4,07;4,1;2,61
"8731";1,18;"Premium";"J";"SI1";62,5;55;4460;6,82;6,74;4,24
"8732";1,18;"Premium";"I";"SI2";61,2;59;4460;6,85;6,78;4,17
"8733";0,9;"Premium";"G";"VS1";62,7;60;4460;6,13;6,06;3,82
"8734";0,9;"Ideal";"G";"VS1";61,6;55;4460;6,27;6,23;3,85
"8735";0,9;"Premium";"G";"VS1";62,3;60;4460;6,08;6;3,76
"8736";1,04;"Ideal";"H";"SI2";61,7;57;4461;6,49;6,54;4,02
"8737";1,02;"Fair";"H";"VS2";64,6;61;4462;6,32;6,24;4,06
"8738";1,02;"Fair";"F";"SI1";65,1;56;4462;6,29;6,25;4,08
"8739";0,96;"Premium";"E";"SI2";58,2;58;4462;6,52;6,47;3,78
"8740";1,24;"Very Good";"G";"SI2";63,3;57;4462;6,85;6,79;4,32
"8741";0,9;"Very Good";"E";"SI1";59,8;55;4463;6,3;6,34;3,78
"8742";0,9;"Good";"E";"SI1";63,9;55;4463;6,08;6,13;3,9
"8743";0,9;"Very Good";"E";"SI1";61,6;57;4463;6,19;6,25;3,83
"8744";0,9;"Good";"E";"SI1";63,9;57;4463;6,05;6,1;3,88
"8745";0,9;"Premium";"E";"SI1";60,8;59;4463;6,19;6,24;3,78
"8746";1,14;"Premium";"H";"SI1";62,1;59;4463;6,73;6,61;4,14
"8747";0,91;"Good";"G";"VVS2";64,1;58;4464;6,1;6,06;3,9
"8748";1,06;"Very Good";"I";"SI2";61,4;56,5;4465;6,55;6,58;4,03
"8749";1,06;"Very Good";"H";"SI2";61,7;59,5;4465;6,51;6,53;4,02
"8750";1,02;"Ideal";"E";"SI2";61,6;56;4465;6,48;6,55;3,99
"8751";1,09;"Ideal";"J";"SI1";62,7;57;4465;6,53;6,59;4,11
"8752";0,9;"Very Good";"H";"VS1";61,7;58;4466;6,18;6,26;3,84
"8753";1,2;"Good";"J";"VS2";63,7;58;4466;6,61;6,68;4,23
"8754";1,03;"Very Good";"G";"SI2";61,4;54;4466;6,52;6,57;4,02
"8755";0,91;"Very Good";"D";"SI1";63,2;59;4466;6,11;6,14;3,87
"8756";0,91;"Very Good";"D";"SI1";60,2;60;4466;6,22;6,27;3,76
"8757";0,91;"Very Good";"D";"SI1";62,1;59;4466;6,1;6,18;3,81
"8758";0,9;"Very Good";"D";"SI1";61,7;60;4466;6,14;6,17;3,8
"8759";0,9;"Very Good";"D";"SI1";62,8;59;4466;6,12;6,18;3,86
"8760";0,9;"Very Good";"D";"SI1";62,5;59;4466;6,13;6,19;3,85
"8761";1;"Ideal";"J";"VS1";61,1;57;4466;6,43;6,48;3,95
"8762";1,05;"Ideal";"I";"SI1";62,6;56;4466;6,45;6,53;4,06
"8763";0,9;"Good";"F";"VS2";62,6;57;4466;6,07;6,19;3,84
"8764";1;"Good";"G";"SI1";62,5;62;4466;6,32;6,36;3,96
"8765";1,01;"Good";"D";"VS2";64,1;57;4466;6,32;6,22;4,02
"8766";1;"Very Good";"H";"SI1";63,6;54;4467;6,33;6,37;4,04
"8767";0,71;"Ideal";"E";"VVS2";62;56;4467;5,71;5,74;3,55
"8768";1,06;"Ideal";"G";"SI2";62,2;57;4467;6,51;6,49;4,04
"8769";1,04;"Premium";"G";"SI1";62,3;57;4467;6,5;6,46;4,04
"8770";1,04;"Premium";"G";"SI1";62,8;57;4467;6,5;6,41;4,05
"8771";0,8;"Very Good";"H";"VVS1";62,9;58;4468;5,82;5,88;3,68
"8772";1,01;"Good";"D";"SI2";64,6;59;4468;6,23;6,3;4,05
