"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"2402";0,72;"Ideal";"D";"SI2";60,5;57;3176;5,82;5,89;3,54
"2403";0,7;"Very Good";"E";"VS1";63,8;57;3177;5,61;5,65;3,59
"2404";0,74;"Ideal";"D";"VS2";61,1;54;3177;5,86;5,89;3,59
"2405";0,67;"Very Good";"G";"VVS1";62;56;3178;5,6;5,62;3,48
"2406";0,74;"Ideal";"H";"VS2";62,2;55;3178;5,83;5,81;3,62
"2407";0,72;"Ideal";"G";"VVS2";62,6;56;3179;5,7;5,74;3,58
"2408";0,72;"Ideal";"D";"VS2";60,8;56;3179;5,8;5,84;3,54
"2409";0,72;"Ideal";"D";"VS2";62,1;57;3179;5,69;5,75;3,55
"2410";0,72;"Ideal";"D";"VS2";62,8;57;3179;5,68;5,73;3,58
"2411";0,81;"Good";"D";"SI1";63,9;58;3179;5,9;5,85;3,75
"2412";1,5;"Good";"G";"I1";57,4;62;3179;7,56;7,39;4,29
"2413";0,74;"Very Good";"E";"VS2";61,8;58;3180;5,79;5,82;3,59
"2414";0,93;"Very Good";"J";"VS2";61,1;59;3180;6,32;6,34;3,87
"2415";0,87;"Very Good";"H";"SI1";62,2;57;3180;6,05;6,11;3,78
"2416";0,72;"Ideal";"H";"VVS1";60,8;58;3180;5,77;5,8;3,52
"2417";0,72;"Ideal";"H";"VVS1";61,8;55;3180;5,74;5,78;3,56
"2418";0,72;"Ideal";"H";"VVS1";61,5;57;3180;5,74;5,76;3,54
"2419";0,91;"Fair";"H";"SI1";64,4;60;3180;6,1;6,07;3,92
"2420";0,91;"Fair";"H";"SI1";64,8;57;3180;6,12;6,07;3,95
"2421";0,91;"Premium";"H";"SI1";62,2;56;3180;6,23;6,18;3,86
"2422";0,91;"Very Good";"J";"SI2";62;56;3181;6,18;6,23;3,85
"2423";0,95;"Premium";"G";"SI2";62,6;58;3181;6,22;6,18;3,88
"2424";0,63;"Ideal";"E";"VVS1";61,1;58;3181;5,49;5,54;3,37
"2425";0,92;"Ideal";"J";"SI1";61,7;57;3181;6,21;6,26;3,85
"2426";0,95;"Premium";"G";"SI2";59,8;60;3181;6,36;6,34;3,8
"2427";0,8;"Ideal";"I";"VVS1";61,7;56;3181;5,98;5,92;3,67
"2428";0,73;"Very Good";"D";"VS2";63,5;58;3182;5,68;5,72;3,62
"2429";0,73;"Ideal";"D";"VS2";62,1;56;3182;5,77;5,8;3,59
"2430";0,73;"Ideal";"G";"VVS2";61,9;56;3183;5,74;5,81;3,61
"2431";0,73;"Ideal";"G";"VVS2";62,2;55;3183;5,74;5,77;3,58
"2432";0,72;"Very Good";"E";"SI1";63,3;56;3183;5,67;5,71;3,6
"2433";1,11;"Premium";"I";"I1";61,8;59;3183;6,65;6,58;4,09
"2434";0,85;"Ideal";"H";"SI1";60,8;57;3183;6,13;6,18;3,74
"2435";0,76;"Ideal";"G";"VS2";61,5;55;3183;5,92;5,88;3,63
"2436";0,7;"Premium";"D";"VS1";60,9;60;3183;5,75;5,71;3,49
"2437";0,73;"Very Good";"E";"VS2";62,9;58;3184;5,7;5,75;3,6
"2438";0,78;"Ideal";"G";"VS2";61,7;55;3184;5,94;5,89;3,65
"2439";0,7;"Ideal";"H";"VS1";61,2;55;3185;5,71;5,76;3,51
"2440";0,7;"Ideal";"H";"VS1";61;56;3185;5,75;5,79;3,51
"2441";0,7;"Ideal";"H";"VS1";61,7;57;3185;5,66;5,7;3,5
"2442";0,79;"Ideal";"D";"SI1";61,2;56;3185;6,02;5,95;3,66
"2443";0,72;"Premium";"G";"IF";60,1;58;3185;5,89;5,86;3,53
"2444";0,9;"Fair";"E";"SI2";57,5;68;3187;6,37;6,33;3,65
"2445";0,96;"Premium";"J";"SI1";62,9;59;3187;6,3;6,22;3,94
"2446";0,9;"Very Good";"E";"SI2";63,4;56;3187;6,15;5,99;3,85
"2447";1,03;"Good";"J";"SI2";56,2;62;3188;6,69;6,73;3,77
"2448";0,9;"Very Good";"J";"VS1";62,5;56;3188;6,11;6,21;3,85
"2449";0,75;"Good";"G";"VVS1";58,4;56;3188;5,98;6,06;3,52
"2450";0,77;"Ideal";"E";"SI1";61,6;57;3189;5,87;5,91;3,63
"2451";0,91;"Very Good";"G";"SI2";60,3;59;3189;6,23;6,28;3,77
"2452";0,85;"Ideal";"E";"SI2";62,8;57;3189;6,06;6,01;3,79
