"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"5602";1,01;"Good";"G";"SI1";62,2;65;3871;6,34;6,3;3,93
"5603";0,96;"Ideal";"G";"SI2";62,1;57;3871;6,32;6,27;3,91
"5604";0,9;"Ideal";"D";"SI2";62,3;57;3871;6,17;6,23;3,86
"5605";0,96;"Good";"F";"VS2";63,7;54;3871;6,24;6,19;3,96
"5606";1,01;"Fair";"D";"SI2";64,7;57;3871;6,31;6,27;4,07
"5607";0,96;"Premium";"H";"SI2";59,2;61;3871;6,42;6,36;3,78
"5608";0,9;"Very Good";"I";"VVS1";63,4;57;3872;6,09;6,12;3,87
"5609";1,1;"Ideal";"E";"I1";61,9;56;3872;6,59;6,63;4,09
"5610";0,74;"Very Good";"E";"VS1";62,1;53,4;3872;5,8;5,82;3,61
"5611";0,9;"Very Good";"E";"SI2";59,4;58;3872;6,31;6,35;3,76
"5612";0,89;"Ideal";"E";"SI2";61,8;56;3872;6,15;6,19;3,81
"5613";0,92;"Very Good";"F";"SI2";62,8;56;3873;6,19;6,23;3,9
"5614";0,98;"Ideal";"I";"SI2";62,6;54;3873;6,35;6,39;3,99
"5615";0,87;"Premium";"D";"VS2";59,9;59;3873;6,2;6,16;3,7
"5616";0,72;"Ideal";"E";"VVS2";62;56;3874;5,74;5,77;3,57
"5617";1,12;"Ideal";"G";"I1";60,3;57;3874;6,73;6,8;4,08
"5618";1,01;"Premium";"I";"SI2";61,1;58;3874;6,5;6,46;3,96
"5619";1;"Good";"H";"SI2";63,2;59;3874;6,24;6,29;3,96
"5620";1,02;"Very Good";"F";"SI2";58,7;63;3875;6,49;6,46;3,8
"5621";0,9;"Fair";"E";"VS2";65,2;61;3875;6,01;5,98;3,91
"5622";0,96;"Premium";"I";"VS2";60,6;60;3876;6,4;6,47;3,9
"5623";0,91;"Very Good";"E";"SI2";62,8;59;3876;6,1;6,16;3,85
"5624";1,03;"Fair";"E";"SI2";65,3;59;3876;6,3;6,25;4,1
"5625";1,03;"Premium";"E";"SI2";61,7;61;3876;6,49;6,45;3,99
"5626";1;"Premium";"J";"VS2";60,7;58;3877;6,49;6,52;3,95
"5627";0,92;"Premium";"D";"SI2";59,4;59;3877;6,39;6,28;3,76
"5628";0,71;"Premium";"D";"VVS2";60,4;59;3877;5,73;5,69;3,45
"5629";0,9;"Very Good";"H";"VS2";61,2;61;3878;6,14;6,21;3,78
"5630";0,9;"Very Good";"H";"VS2";61,6;63;3878;6,1;6,14;3,77
"5631";0,9;"Very Good";"H";"VS2";63;61;3878;6,05;6,14;3,84
"5632";0,9;"Very Good";"H";"VS2";62,8;58;3878;6,13;6,17;3,86
"5633";1;"Good";"H";"SI2";63,9;55;3878;6,25;6,33;4,02
"5634";1;"Good";"I";"SI1";60,5;57;3878;6,4;6,46;3,89
"5635";0,95;"Premium";"I";"SI1";60;60;3878;6,39;6,37;3,83
"5636";0,91;"Very Good";"F";"SI1";60,1;58;3879;6,3;6,35;3,8
"5637";1,02;"Very Good";"J";"SI1";63,1;60;3879;6,35;6,4;4,02
"5638";0,75;"Ideal";"G";"VVS2";62,2;56;3879;5,78;5,82;3,61
"5639";0,9;"Premium";"G";"SI1";61;60;3879;6,17;6,12;3,75
"5640";0,9;"Premium";"G";"SI1";60,2;59;3879;6,27;6,23;3,76
"5641";0,74;"Ideal";"F";"VVS2";61,5;55;3879;5,85;5,82;3,59
"5642";0,9;"Very Good";"I";"VS1";62;61;3880;6,12;6,18;3,81
"5643";0,9;"Good";"D";"SI1";62,4;63;3880;6,04;6,13;3,8
"5644";0,9;"Very Good";"D";"SI1";62,1;60;3880;6,14;6,2;3,83
"5645";0,9;"Very Good";"D";"SI1";61,6;54;3880;6,18;6,25;3,83
"5646";0,93;"Very Good";"D";"SI1";60,8;60;3880;6,24;6,3;3,81
"5647";1,2;"Very Good";"J";"SI2";59,6;62;3880;6,9;6,95;4,13
"5648";1,12;"Good";"J";"SI1";63,7;61;3880;6,5;6,54;4,15
"5649";1;"Good";"E";"SI2";63,3;56;3880;6,3;6,36;4,01
"5650";0,71;"Ideal";"F";"VVS1";61,8;56;3880;5,72;5,74;3,54
"5651";0,82;"Ideal";"G";"VS1";61,9;54;3880;5,99;6,03;3,72
"5652";0,73;"Ideal";"F";"IF";61,2;55;3880;5,86;5,8;3,57
"5653";1,26;"Fair";"H";"SI2";64,9;60;3881;6,7;6,62;4,32
"5654";0,9;"Good";"F";"SI1";63,6;59;3881;6,12;6,07;3,88
"5655";0,9;"Premium";"F";"SI1";62,5;62;3881;6,11;6,08;3,81
"5656";0,9;"Premium";"F";"SI1";62,6;60;3881;6,14;6,1;3,83
"5657";0,9;"Very Good";"F";"SI1";63,2;61;3881;6,13;6,09;3,86
"5658";0,9;"Very Good";"F";"SI1";63,1;58;3881;6,18;6,12;3,88
"5659";1;"Premium";"F";"SI1";59,4;62;3881;6,55;6,52;3,88
"5660";1,05;"Good";"J";"VS1";57,8;64;3881;6,74;6,67;3,88
"5661";1;"Ideal";"I";"SI2";60,9;57;3881;6,47;6,43;3,93
"5662";0,9;"Good";"H";"VS2";63,6;58;3881;6,11;6,09;3,88
"5663";0,9;"Ideal";"F";"SI2";62,4;57;3881;6,23;6,15;3,86
"5664";0,91;"Very Good";"H";"VS1";62,7;63;3881;6,1;6,03;3,8
"5665";0,91;"Premium";"H";"VS1";59,2;62;3881;6,2;6,14;3,65
"5666";1;"Premium";"F";"SI1";59,4;62;3881;6,55;6,52;3,88
"5667";1,11;"Very Good";"I";"SI2";63,7;58;3882;6,57;6,53;4,17
"5668";1,09;"Ideal";"F";"SI2";61,6;54;3882;6,69;6,62;4,1
"5669";1,13;"Premium";"D";"SI2";58,3;60;3883;6,83;6,78;3,97
"5670";1,29;"Very Good";"J";"SI2";63,5;57;3884;6,89;6,87;4,37
"5671";0,91;"Ideal";"G";"SI1";62,6;57;3884;6,16;6,21;3,87
"5672";0,91;"Very Good";"G";"SI1";62,2;57;3884;6,12;6,17;3,82
"5673";0,9;"Good";"E";"SI1";58,1;64;3884;6,26;6,28;3,64
"5674";1,02;"Good";"H";"SI2";63,7;58;3884;6,28;6,24;3,99
"5675";0,8;"Ideal";"F";"VS1";62,4;55;3884;5,92;5,88;3,68
"5676";0,8;"Ideal";"F";"VS1";61,6;54;3884;5,99;5,95;3,68
"5677";0,95;"Ideal";"I";"VS2";62,2;57;3884;6,29;6,22;3,89
"5678";0,97;"Ideal";"F";"SI1";61,7;56;3884;6,37;6,32;3,92
"5679";1,01;"Very Good";"I";"SI2";61,8;60;3885;6,34;6,37;3,93
"5680";0,91;"Very Good";"F";"SI1";62,2;55;3885;6,18;6,23;3,86
"5681";1,01;"Good";"F";"SI2";62,5;59;3886;6,31;6,37;3,96
"5682";1,01;"Good";"F";"SI2";62,7;61;3886;6,28;6,38;3,97
"5683";0,94;"Very Good";"E";"SI2";62;58;3886;6,23;6,29;3,88
"5684";1,05;"Premium";"E";"SI2";62,2;59;3886;6,51;6,44;4,03
"5685";1,18;"Ideal";"D";"I1";61,5;62;3886;6,88;6,73;4,19
"5686";1,01;"Fair";"J";"VS2";59,6;62;3886;6,54;6,49;3,88
"5687";0,91;"Very Good";"H";"VS2";61,6;60;3887;6,19;6,21;3,82
"5688";0,7;"Very Good";"F";"IF";61,5;58;3887;5,65;5,7;3,49
"5689";1,01;"Very Good";"H";"SI2";60,6;61;3888;6,38;6,45;3,89
"5690";1,01;"Very Good";"I";"SI1";62,8;58;3888;6,37;6,4;4,01
"5691";1,01;"Very Good";"I";"SI1";62,1;58;3888;6,38;6,44;3,98
"5692";1,01;"Good";"H";"SI2";63,9;58;3888;6,32;6,35;4,05
"5693";1,01;"Very Good";"I";"SI1";60,3;57;3888;6,51;6,53;3,93
"5694";1,01;"Very Good";"I";"SI1";62;54;3888;6,36;6,51;3,99
"5695";0,73;"Ideal";"F";"VVS2";61,9;55,2;3888;5,74;5,79;3,58
"5696";0,74;"Ideal";"E";"VS1";62,2;55;3888;5,79;5,82;3,61
"5697";0,91;"Premium";"D";"SI2";61,2;58;3889;6,25;6,21;3,81
"5698";1;"Good";"E";"SI2";63,7;61;3889;6,32;6,27;4,01
"5699";1;"Fair";"E";"SI2";56,9;63;3889;6,54;6,49;3,71
"5700";1,12;"Premium";"H";"SI2";61,4;59;3889;6,69;6,66;4,1
"5701";0,3;"Very Good";"D";"SI2";63,4;56;574;4,29;4,26;2,71
"5702";0,3;"Premium";"D";"SI2";62,9;58;574;4,29;4,26;2,69
"5703";0,3;"Premium";"D";"SI2";62,4;59;574;4,28;4,25;2,66
"5704";0,3;"Premium";"D";"SI2";62,2;59;574;4,3;4,25;2,66
"5705";0,3;"Premium";"D";"SI2";61;61;574;4,31;4,25;2,61
"5706";0,3;"Premium";"D";"SI2";61,2;57;574;4,33;4,3;2,64
"5707";0,33;"Good";"E";"VS2";57,3;59;574;4,6;4,62;2,64
"5708";0,25;"Very Good";"F";"VVS2";59;58;575;4,1;4,14;2,43
"5709";0,25;"Very Good";"F";"VVS2";59,4;57;575;4,1;4,12;2,44
"5710";0,25;"Very Good";"F";"VVS2";61,8;58;575;4,05;4,07;2,51
"5711";0,25;"Very Good";"F";"VVS2";61;58;575;4,02;4,05;2,46
"5712";0,25;"Very Good";"F";"VVS2";60,4;59;575;4,09;4,12;2,48
"5713";0,25;"Very Good";"F";"VVS2";63,2;57;575;3,99;4,01;2,53
"5714";0,27;"Very Good";"E";"VVS2";58,6;61;575;4,27;4,3;2,51
"5715";0,25;"Very Good";"E";"VVS2";60,2;59;575;4,07;4,14;2,47
"5716";0,25;"Very Good";"E";"VVS2";62,7;59;575;4,01;4,03;2,52
"5717";0,27;"Very Good";"E";"VVS2";61,9;58;575;4,1;4,14;2,55
"5718";0,25;"Very Good";"E";"VVS2";59,8;59;575;4,07;4,09;2,44
"5719";0,25;"Very Good";"E";"VVS2";62,1;58;575;4,03;4,06;2,51
"5720";0,25;"Very Good";"E";"VVS2";63;57;575;4;4,06;2,54
"5721";0,25;"Very Good";"E";"VVS2";60,9;59;575;4,03;4,11;2,48
"5722";0,25;"Very Good";"E";"VVS2";61,9;59;575;3,99;4,02;2,48
"5723";0,25;"Very Good";"E";"VVS2";63,4;58;575;3,97;4,01;2,53
"5724";0,25;"Very Good";"E";"VVS2";63;55;575;4;4,03;2,53
"5725";0,25;"Very Good";"E";"VVS2";60,5;59;575;4,06;4,1;2,47
"5726";0,25;"Very Good";"D";"VVS2";58,8;59;575;4,11;4,16;2,43
"5727";0,27;"Very Good";"D";"VVS2";64,6;53;575;4,04;4,1;2,63
"5728";0,25;"Very Good";"D";"VVS2";61,3;59;575;4,07;4,12;2,51
"5729";0,25;"Very Good";"E";"VVS1";59,7;58;575;4,13;4,14;2,47
"5730";0,25;"Very Good";"E";"VVS1";60,7;58;575;4,07;4,1;2,48
"5731";0,9;"Very Good";"H";"VS2";60,8;58;3890;6,18;6,22;3,77
"5732";1,09;"Very Good";"D";"SI2";61,9;61;3890;6,54;6,58;4,06
"5733";0,8;"Ideal";"E";"SI1";61;57;3890;6;6,03;3,67
"5734";0,9;"Good";"H";"VS2";64,3;60;3890;6,02;6,04;3,88
"5735";0,92;"Good";"D";"SI2";63,3;59;3891;6,12;6,18;3,89
"5736";0,91;"Very Good";"G";"SI2";63,4;60;3891;6,11;6,06;3,86
"5737";1,1;"Fair";"E";"SI1";65,5;57;3891;6,45;6,37;4,2
"5738";1,02;"Premium";"G";"SI2";62,3;58;3892;6,41;6,38;4
"5739";1,03;"Good";"H";"SI2";65;57;3892;6,3;6,32;4,1
"5740";1,03;"Fair";"I";"SI1";57,4;61;3892;6,67;6,71;3,84
"5741";0,9;"Very Good";"F";"SI1";61,1;56;3893;6,23;6,3;3,83
"5742";0,9;"Good";"F";"SI1";61,3;60;3893;6,13;6,18;3,77
"5743";1,03;"Ideal";"J";"SI1";62,3;56;3893;6,51;6,45;4,04
"5744";0,91;"Good";"F";"SI1";66,1;57;3893;5,99;6,03;3,97
"5745";0,9;"Ideal";"G";"SI1";60,2;56;3894;6,24;6,29;3,77
"5746";1,18;"Very Good";"E";"I1";62,5;58;3894;6,62;6,75;4,18
"5747";1;"Good";"D";"SI2";64,3;53;3894;6,29;6,34;4,06
"5748";0,9;"Very Good";"E";"VS2";63,4;59;3894;6,19;6,11;3,9
"5749";0,76;"Premium";"D";"VS1";60,6;58;3894;5,95;5,89;3,59
"5750";0,98;"Very Good";"E";"SI2";61,1;60;3895;6,31;6,36;3,87
"5751";1,01;"Good";"G";"SI2";64,5;61;3895;6,24;6,31;4,05
"5752";1,01;"Good";"F";"SI2";61,5;61;3895;6,33;6,38;3,91
"5753";0,9;"Good";"E";"SI2";61,3;61;3895;6,13;6,17;3,77
"5754";0,92;"Premium";"I";"VS2";60,9;58;3895;6,28;6,27;3,82
"5755";0,93;"Good";"F";"SI2";63,4;54;3896;6,19;6,24;3,94
"5756";0,72;"Ideal";"D";"VS1";60,9;56;3896;5,79;5,86;3,55
"5757";1,24;"Premium";"G";"SI2";60;60;3896;6,94;6,88;4,15
"5758";1,04;"Premium";"G";"SI2";60,6;59;3896;6,6;6,56;3,99
