"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"49202";0,6;"Ideal";"E";"VS2";61,2;56;2079;5,44;5,45;3,33
"49203";0,55;"Ideal";"E";"VS1";61,9;55;2079;5,3;5,24;3,25
"49204";0,7;"Ideal";"I";"SI2";62,1;57;2079;5,66;5,71;3,53
"49205";0,72;"Ideal";"G";"SI2";62,1;54;2079;5,77;5,82;3,6
"49206";0,72;"Ideal";"G";"SI2";62,5;57;2079;5,71;5,75;3,58
"49207";0,66;"Ideal";"D";"SI1";62,7;55;2079;5,56;5,61;3,5
"49208";0,52;"Fair";"E";"VVS2";57,2;64;2079;5,27;5,36;3,04
"49209";0,55;"Ideal";"E";"VS1";62,2;55;2079;5,26;5,22;3,26
"49210";0,55;"Ideal";"E";"VS1";61,7;55;2079;5,29;5,27;3,26
"49211";0,55;"Ideal";"E";"VS1";61,1;55;2079;5,33;5,3;3,25
"49212";0,7;"Good";"E";"SI1";59,8;64;2079;5,75;5,69;3,42
"49213";0,55;"Ideal";"D";"VS2";58,5;58;2079;5,42;5,39;3,16
"49214";0,55;"Ideal";"F";"VS1";61,2;56;2079;5,33;5,28;3,25
"49215";0,67;"Very Good";"G";"VS2";60,4;61;2080;5,61;5,64;3,4
"49216";0,54;"Ideal";"G";"VVS1";62,2;56;2080;5,19;5,22;3,24
"49217";0,54;"Ideal";"G";"VVS1";62,2;56;2080;5,18;5,23;3,24
"49218";1,06;"Very Good";"G";"I1";60,7;63;2080;6,59;6,56;3,99
"49219";0,71;"Very Good";"G";"SI2";61,3;58;2081;5,73;5,75;3,52
"49220";0,5;"Premium";"F";"VVS1";61,1;55;2081;5,15;5,13;3,14
"49221";0,5;"Good";"G";"IF";64;55;2081;5,08;5,05;3,24
"49222";0,68;"Premium";"G";"VS2";61,6;59;2081;5,65;5,64;3,48
"49223";0,56;"Ideal";"G";"VVS2";61,6;56;2081;5,32;5,29;3,27
"49224";0,61;"Very Good";"G";"VS1";62,7;57;2082;5,36;5,43;3,38
"49225";0,58;"Very Good";"E";"VS1";62,9;54;2082;5,31;5,34;3,35
"49226";0,58;"Very Good";"E";"VS1";61,8;55;2082;5,35;5,39;3,32
"49227";0,51;"Ideal";"F";"VVS2";62,2;57;2082;5,12;5,14;3,19
"49228";0,5;"Very Good";"E";"VVS2";61,7;61;2083;5,09;5,12;3,15
"49229";0,75;"Very Good";"J";"SI1";62,4;56;2083;5,78;5,82;3,62
"49230";0,7;"Good";"H";"VS2";63,8;60;2083;5,59;5,51;3,54
"49231";0,51;"Ideal";"F";"VVS2";62,2;57;2083;5,12;5,17;3,2
"49232";0,54;"Ideal";"F";"VS1";61,1;55;2083;5,26;5,32;3,23
"49233";0,7;"Ideal";"I";"SI1";59,9;59;2083;5,75;5,8;3,46
"49234";0,7;"Ideal";"I";"SI1";60,8;59;2083;5,74;5,78;3,5
"49235";0,7;"Ideal";"I";"SI1";62,1;58;2083;5,68;5,72;3,54
"49236";0,62;"Fair";"F";"VS1";60;64;2083;5,69;5,48;3,36
"49237";0,82;"Premium";"J";"SI1";62,2;58;2083;5,98;5,94;3,71
"49238";0,51;"Very Good";"G";"IF";59,3;57;2084;5,25;5,31;3,13
"49239";0,64;"Ideal";"H";"VVS1";61,1;55;2084;5,58;5,61;3,43
"49240";0,58;"Good";"F";"VS1";62,2;62;2084;5,37;5,44;3,36
"49241";0,65;"Very Good";"I";"VVS1";62,9;58;2085;5,51;5,53;3,47
"49242";0,6;"Very Good";"E";"VS2";62,9;59;2085;5,34;5,38;3,37
"49243";0,51;"Ideal";"E";"VS2";61,6;55;2085;5,16;5,19;3,19
"49244";0,71;"Ideal";"J";"VS1";62,3;55;2085;5,7;5,73;3,56
"49245";0,51;"Ideal";"F";"VS1";61,7;55;2085;5,14;5,17;3,18
"49246";0,51;"Ideal";"F";"VS1";60,9;56;2085;5,17;5,2;3,16
"49247";0,56;"Ideal";"E";"VS1";61,2;56;2085;5,3;5,34;3,26
"49248";0,73;"Good";"H";"SI2";60,9;65;2085;5,86;5,69;3,51
"49249";0,77;"Very Good";"J";"SI1";61;59;2086;5,94;5,99;3,64
"49250";0,71;"Fair";"D";"SI1";55,5;62;2086;6;5,97;3,32
"49251";0,71;"Very Good";"G";"SI2";63,4;56;2086;5,68;5,62;3,58
"49252";0,47;"Ideal";"D";"VS1";60,5;57;2086;5,04;5,07;3,06
"49253";0,71;"Ideal";"H";"SI2";62,1;56;2086;5,76;5,71;3,56
"49254";0,73;"Ideal";"F";"SI2";61,7;57;2087;5,78;5,82;3,58
"49255";0,7;"Premium";"G";"SI2";62;60;2087;5,7;5,62;3,51
"49256";0,51;"Premium";"D";"VVS2";61,6;59;2087;5,12;5,08;3,14
"49257";0,54;"Ideal";"G";"VVS1";61,3;56;2087;5,28;5,23;3,22
"49258";0,71;"Good";"I";"SI1";60,9;64;2087;5,72;5,67;3,47
"49259";0,7;"Very Good";"G";"SI1";63,3;57;2088;5,58;5,63;3,55
"49260";0,71;"Ideal";"D";"SI2";62,5;57;2088;5,7;5,73;3,57
"49261";0,71;"Very Good";"F";"SI1";60,7;57;2088;5,78;5,81;3,52
"49262";0,71;"Very Good";"F";"SI1";63;56;2088;5,65;5,72;3,58
"49263";0,71;"Fair";"F";"SI1";62,6;57;2088;5,73;5,68;3,57
"49264";0,7;"Good";"H";"SI1";61,9;62;2088;5,57;5,61;3,46
"49265";0,62;"Fair";"F";"VVS2";57,1;60;2088;5,65;5,7;3,24
"49266";0,58;"Ideal";"F";"VS1";62,1;56;2088;5,38;5,32;3,32
"49267";0,8;"Premium";"J";"SI1";60;60;2088;6,1;5,97;3,66
"49268";0,77;"Premium";"I";"SI1";60,4;58;2089;5,96;5,99;3,61
"49269";0,7;"Ideal";"F";"SI1";62,6;56;2089;5,66;5,69;3,55
"49270";0,72;"Ideal";"G";"SI2";62,1;55,3;2089;5,72;5,74;3,56
"49271";0,64;"Ideal";"E";"SI1";62;56;2089;5,57;5,53;3,44
"49272";0,6;"Ideal";"E";"SI1";62,3;55;2090;5,45;5,4;3,38
"49273";0,54;"Ideal";"G";"VVS2";61,5;54;2090;5,26;5,24;3,23
"49274";0,54;"Ideal";"G";"VVS2";61;56;2090;5,3;5,25;3,22
