"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"2602";0,72;"Very Good";"F";"VS1";63,3;57;3219;5,68;5,75;3,62
"2603";0,72;"Very Good";"F";"VS1";62,8;58;3219;5,7;5,73;3,59
"2604";0,72;"Very Good";"F";"VS1";63,3;58;3219;5,66;5,71;3,6
"2605";0,72;"Ideal";"D";"VS2";62,7;56;3219;5,71;5,78;3,6
"2606";0,72;"Ideal";"D";"VS2";62,7;56;3219;5,65;5,71;3,56
"2607";0,9;"Very Good";"I";"SI1";62,6;58;3220;6,08;6,15;3,83
"2608";0,9;"Very Good";"I";"SI1";60,5;58;3220;6,22;6,27;3,78
"2609";0,75;"Very Good";"F";"VS1";60,9;59;3220;5,83;5,87;3,56
"2610";0,73;"Ideal";"H";"VVS1";62,1;56;3220;5,75;5,8;3,59
"2611";1,15;"Premium";"H";"SI2";60,4;58;3220;6,8;6,75;4,09
"2612";0,71;"Very Good";"D";"VS2";63,1;58;3222;5,67;5,7;3,59
"2613";0,71;"Ideal";"D";"VS2";61,4;57;3222;5,73;5,77;3,53
"2614";0,51;"Ideal";"D";"VVS2";61,3;56;3223;5,14;5,15;3,16
"2615";0,72;"Ideal";"E";"VS2";61,3;57;3223;5,76;5,79;3,54
"2616";0,82;"Premium";"I";"IF";61,2;60;3224;6,03;5,99;3,68
"2617";1,01;"Premium";"H";"SI1";62,9;58;3224;6,38;6,34;4
"2618";0,9;"Very Good";"J";"SI1";63,6;57;3225;6,07;6,1;3,87
"2619";0,68;"Good";"G";"VVS1";61,9;55;3225;5,63;5,68;3,5
"2620";0,9;"Premium";"G";"SI2";61,3;55;3226;6,18;6,12;3,77
"2621";0,74;"Very Good";"F";"VS1";61,7;57;3226;5,79;5,85;3,59
"2622";0,74;"Ideal";"F";"VS1";62,3;56;3226;5,76;5,79;3,6
"2623";0,73;"Very Good";"E";"VS1";62,3;58;3226;5,72;5,74;3,57
"2624";0,8;"Premium";"D";"SI1";59,4;55;3226;6,06;6,02;3,59
"2625";0,9;"Good";"G";"SI1";57,7;62;3226;6,29;6,23;3,61
"2626";0,9;"Fair";"H";"VS2";65,5;57;3226;6,05;6,01;3,95
"2627";0,72;"Ideal";"F";"VS2";61,1;56;3226;5,92;5,8;3,55
"2628";0,51;"Ideal";"E";"VVS1";61,3;56;3226;5,21;5,13;3,17
"2629";0,86;"Very Good";"H";"SI1";59,7;59;3228;6,14;6,23;3,69
"2630";0,65;"Ideal";"D";"VVS2";61,4;60;3228;5,54;5,57;3,41
"2631";0,74;"Premium";"E";"VS2";62,7;58;3228;5,77;5,72;3,6
"2632";0,72;"Very Good";"F";"VS1";62,2;57;3229;5,7;5,74;3,56
"2633";0,7;"Premium";"D";"VS1";61,6;60;3229;5,63;5,6;3,46
"2634";0,7;"Ideal";"D";"VS1";62,9;57;3229;5,67;5,61;3,55
"2635";0,71;"Ideal";"H";"VS1";61,8;55;3229;5,72;5,77;3,55
"2636";0,71;"Ideal";"H";"VS1";61,7;55;3229;5,73;5,75;3,54
"2637";0,71;"Ideal";"H";"VS1";60,8;57;3229;5,74;5,79;3,51
"2638";0,71;"Ideal";"H";"VS1";61,4;56;3229;5,74;5,78;3,54
"2639";0,96;"Premium";"I";"SI2";62,7;58;3229;6,24;6,2;3,9
"2640";0,91;"Good";"H";"SI1";63,7;60;3229;6,16;6,09;3,9
"2641";0,79;"Premium";"E";"VS2";59,4;60;3230;6,08;6,05;3,6
"2642";1,03;"Ideal";"H";"I1";61,5;57;3230;6,52;6,48;4
"2643";0,81;"Premium";"F";"SI1";61;59;3230;6,01;5,99;3,66
"2644";0,75;"Good";"E";"VS1";63,1;55;3231;5,8;5,83;3,67
"2645";0,81;"Ideal";"E";"VS2";60,4;57;3231;6,02;6,06;3,65
"2646";0,9;"Very Good";"J";"VS1";62,3;56;3231;6,19;6,23;3,87
"2647";0,7;"Very Good";"D";"VS1";62,9;60;3231;5,57;5,62;3,52
"2648";0,83;"Ideal";"E";"SI1";62,7;57;3231;5,96;6,01;3,75
"2649";0,59;"Very Good";"D";"VVS1";61,8;57;3234;5,37;5,41;3,33
"2650";1;"Good";"J";"SI2";62,7;58;3234;6,28;6,32;3,95
"2651";0,71;"Ideal";"H";"IF";62,2;57;3234;5,7;5,74;3,56
"2652";1,05;"Very Good";"E";"I1";62,2;61;3234;6,48;6,51;4,04
"2653";0,7;"Ideal";"G";"VVS2";59,9;58;3234;5,78;5,8;3,47
"2654";0,71;"Ideal";"D";"VS2";61,4;56;3234;5,74;5,79;3,54
"2655";0,7;"Very Good";"F";"VVS2";58,7;63;3234;5,82;5,79;3,41
"2656";1,05;"Ideal";"H";"SI2";60,6;57;3234;6,59;6,55;3,98
"2657";0,7;"Premium";"G";"VVS1";62,8;58;3234;5,68;5,62;3,55
"2658";0,77;"Premium";"E";"VS2";60,5;59;3234;5,98;5,92;3,6
"2659";0,7;"Very Good";"G";"VVS2";60;60;3235;5,78;5,85;3,49
"2660";0,8;"Very Good";"H";"VS2";63,1;57;3235;5,87;5,92;3,72
"2661";0,73;"Ideal";"E";"VS1";62,5;57;3235;5,73;5,76;3,59
"2662";0,7;"Very Good";"E";"VS1";61,9;61;3235;5,59;5,65;3,48
"2663";0,7;"Ideal";"H";"VVS2";62,2;55;3235;5,71;5,76;3,57
"2664";0,72;"Ideal";"E";"VS2";62,1;57;3235;5,73;5,76;3,57
"2665";0,72;"Ideal";"D";"VS2";60,9;55;3236;5,77;5,89;3,55
"2666";0,95;"Premium";"I";"SI2";62,5;58;3237;6,3;6,24;3,92
"2667";0,85;"Premium";"G";"VS2";61;58;3237;6,11;6,08;3,72
"2668";0,89;"Very Good";"I";"VS2";63,1;55;3238;6,09;6,17;3,87
"2669";0,72;"Very Good";"F";"VS2";61,6;58;3238;5,75;5,78;3,55
"2670";0,76;"Very Good";"F";"VS2";62,5;58;3238;5,79;5,83;3,63
"2671";0,91;"Very Good";"G";"SI2";62;59;3238;6,19;6,22;3,85
"2672";0,7;"Ideal";"E";"VVS2";62,8;56;3238;5,68;5,6;3,54
"2673";0,71;"Ideal";"E";"VS1";60,4;56;3238;5,8;5,85;3,52
"2674";0,71;"Ideal";"E";"VS1";62,7;57;3238;5,66;5,69;3,56
"2675";0,7;"Good";"D";"VS1";57,8;60;3239;5,85;5,87;3,39
"2676";0,7;"Premium";"D";"VS1";60,6;58;3239;5,73;5,75;3,48
"2677";0,7;"Very Good";"D";"VS1";61,5;55;3239;5,7;5,74;3,52
"2678";0,73;"Ideal";"I";"VVS1";61,8;57;3239;5,75;5,77;3,56
"2679";0,9;"Very Good";"E";"SI2";63,2;61;3239;6,06;5,99;3,81
"2680";0,77;"Very Good";"G";"VS1";62,3;58;3240;5,82;5,86;3,64
"2681";0,77;"Very Good";"D";"SI1";59,9;59;3241;5,9;5,95;3,55
"2682";0,79;"Ideal";"D";"SI1";61,2;56;3242;5,95;6,02;3,66
"2683";0,72;"Ideal";"F";"SI1";60,2;57;3242;5,83;5,86;3,52
"2684";0,9;"Very Good";"H";"SI1";63,2;61;3242;6,12;6,03;3,84
"2685";0,77;"Very Good";"G";"VS1";60,9;55;3243;5,9;5,96;3,61
"2686";0,81;"Very Good";"E";"SI1";61,9;58;3243;5,92;5,97;3,68
"2687";0,68;"Ideal";"E";"VS1";61,3;55;3243;5,67;5,71;3,49
"2688";0,71;"Ideal";"D";"VS2";63;56;3245;5,69;5,65;3,58
"2689";0,9;"Good";"G";"SI2";64,1;56;3246;6,12;6,08;3,91
"2690";0,74;"Ideal";"F";"VS2";60,8;57;3246;5,85;5,87;3,56
"2691";0,84;"Ideal";"D";"SI2";61,8;56;3246;6,04;6,06;3,74
"2692";0,9;"Good";"I";"VS2";63,7;61;3246;6,1;6,06;3,87
"2693";0,9;"Premium";"G";"SI2";62,1;58;3246;6,13;6,08;3,79
"2694";0,9;"Good";"I";"VS2";63,8;55;3246;6,16;6,07;3,9
"2695";0,9;"Good";"G";"SI2";63,8;59;3246;6,05;6,02;3,85
"2696";0,9;"Very Good";"G";"SI2";63,4;59;3246;6,08;6,04;3,84
"2697";0,9;"Good";"G";"SI2";63,8;56;3246;6,16;6,13;3,92
"2698";0,9;"Premium";"G";"SI2";61,1;58;3246;6,22;6,18;3,79
