"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"23402";1,31;"Premium";"G";"VVS2";62,7;59;11389;6,96;6,92;4,35
"23403";1,71;"Very Good";"I";"VS2";63,4;59;11389;7,53;7,45;4,75
"23404";2,02;"Very Good";"I";"SI2";63,3;59;11390;7,93;8;5,04
"23405";1,52;"Very Good";"J";"VVS2";62,1;60;11392;7,33;7,36;4,56
"23406";1,3;"Premium";"F";"VS1";62,5;58;11392;6,97;6,94;4,35
"23407";1,21;"Premium";"E";"VVS2";61,9;58;11395;6,84;6,79;4,22
"23408";1,5;"Good";"F";"SI1";60,5;62;11399;7,32;7,38;4,45
"23409";2;"Good";"I";"SI2";64,2;52;11400;7,91;7,88;5,07
"23410";1,01;"Ideal";"E";"VVS2";61,7;57;11400;6,42;6,44;3,97
"23411";1,67;"Premium";"I";"VS1";61,1;58;11400;7,69;7,6;4,67
"23412";1,28;"Ideal";"G";"IF";62;55,6;11401;6,94;6,96;4,31
"23413";1,12;"Ideal";"F";"VVS1";61;56;11403;6,71;6,74;4,1
"23414";2;"Very Good";"J";"SI1";61,9;59;11404;7,96;8;4,94
"23415";1,52;"Ideal";"F";"VS2";62,3;55;11405;7,37;7,33;4,58
"23416";1,5;"Ideal";"F";"SI1";62;53;11405;7,32;7,29;4,53
"23417";2,01;"Very Good";"J";"SI2";60,6;60;11406;8,11;8,19;4,94
"23418";1,83;"Ideal";"J";"VS2";62;56;11406;7,84;7,9;4,88
"23419";1,53;"Very Good";"E";"SI1";63,5;58;11406;7,35;7,29;4,65
"23420";1,33;"Ideal";"D";"VS2";62,8;56;11409;7,08;7,03;4,43
"23421";1,53;"Premium";"H";"VS1";60,8;59;11413;7,41;7,36;4,49
"23422";2;"Premium";"F";"SI2";61,5;59;11413;8,03;7,95;4,92
"23423";1,57;"Premium";"H";"VS2";62,2;58;11415;7,45;7,4;4,62
"23424";1,18;"Ideal";"F";"VVS2";60,6;55;11415;6,84;6,88;4,16
"23425";1,86;"Very Good";"H";"SI2";62,3;57;11416;7,82;7,85;4,88
"23426";1,05;"Very Good";"F";"IF";59,7;55;11417;6,66;6,73;4
"23427";1,23;"Ideal";"G";"VVS1";61,4;55;11417;6,89;6,93;4,24
"23428";1,32;"Ideal";"G";"VVS2";62,3;57;11419;6,96;7,04;4,36
"23429";1,58;"Ideal";"H";"VS2";63;56;11419;7,39;7,46;4,68
"23430";1,28;"Ideal";"E";"VS1";61,7;57;11419;6,93;6,97;4,29
"23431";1,02;"Very Good";"E";"IF";58,1;59;11420;6,71;6,75;3,91
"23432";1,53;"Premium";"G";"SI1";62,3;58;11421;7,35;7,3;4,56
"23433";1,25;"Ideal";"E";"VS2";60,7;56;11422;6,97;6,99;4,24
"23434";1,62;"Very Good";"H";"VS2";59,6;59;11427;7,59;7,67;4,55
"23435";1,58;"Ideal";"D";"SI2";62,5;55;11428;7,39;7,45;4,64
"23436";1,55;"Premium";"H";"VS2";61,7;59;11428;7,44;7,4;4,58
"23437";1,18;"Very Good";"F";"VVS2";60,1;58;11430;6,88;6,92;4,15
"23438";1,23;"Premium";"F";"VVS2";61,6;59;11430;6,8;6,9;4,22
"23439";1,55;"Ideal";"I";"VVS2";61,3;59;11430;7,41;7,46;4,56
"23440";1,7;"Very Good";"D";"SI2";60,8;59;11431;7,76;7,83;4,75
"23441";1,53;"Ideal";"I";"VS2";61,5;56;11434;7,39;7,44;4,55
"23442";1,07;"Ideal";"F";"IF";62;57;11434;6,52;6,57;4,06
"23443";1,42;"Premium";"G";"VS1";62,1;56;11434;7,27;7,22;4,5
"23444";1,51;"Premium";"H";"VS2";60,2;60;11435;7,33;7,35;4,42
"23445";1,51;"Premium";"H";"VS2";62,3;59;11435;7,28;7,32;4,55
"23446";1,51;"Ideal";"H";"VS2";62,2;57;11435;7,29;7,33;4,55
"23447";1,58;"Ideal";"I";"VVS1";61,9;55;11435;7,47;7,51;4,64
"23448";1,2;"Premium";"E";"VVS2";61,4;56;11435;6,94;6,83;4,23
"23449";1,6;"Ideal";"E";"SI1";61,9;54;11437;7,56;7,5;4,66
"23450";1,59;"Premium";"H";"VS2";62,1;58;11437;7,48;7,42;4,63
"23451";1,59;"Ideal";"H";"VS2";60,7;61;11437;7,56;7,5;4,57
"23452";1,5;"Very Good";"D";"SI1";62,7;59;11442;7,21;7,24;4,53
"23453";1,5;"Very Good";"D";"SI1";60,7;62;11442;7,3;7,33;4,44
"23454";1,01;"Ideal";"D";"VVS2";61,9;56;11442;6,41;6,45;3,98
"23455";1,91;"Ideal";"J";"SI1";60,7;56;11447;8,01;8,09;4,89
"23456";1,42;"Very Good";"G";"VS1";62,7;55;11452;7,11;7,17;4,48
"23457";1,53;"Very Good";"H";"VS2";60,9;63;11452;7,37;7,41;4,5
"23458";1,21;"Very Good";"F";"VVS2";61;58;11455;6,89;6,92;4,21
"23459";1,71;"Ideal";"I";"VS2";60,5;56;11455;7,71;7,73;4,67
"23460";1,2;"Ideal";"F";"VVS1";62;56;11455;6,76;6,82;4,21
"23461";1,72;"Premium";"H";"VS2";59,5;60;11455;7,79;7,75;4,62
"23462";1,62;"Premium";"H";"SI1";62,2;58;11455;7,5;7,46;4,65
"23463";1,2;"Very Good";"E";"VVS2";63,2;56;11456;6,73;6,78;4,27
"23464";1,31;"Ideal";"G";"VVS2";59,2;59;11459;7,12;7,18;4,23
"23465";1,81;"Premium";"H";"SI2";62;60;11460;7,79;7,75;4,82
"23466";1,51;"Very Good";"E";"SI1";62,8;59;11460;7,26;7,3;4,57
"23467";1,51;"Good";"E";"SI1";63,1;58;11460;7,23;7,28;4,58
"23468";2,02;"Premium";"J";"SI2";62,7;60;11463;7,98;8,1;5,04
"23469";1,5;"Premium";"H";"VS2";61,8;59;11464;7,35;7,3;4,53
"23470";1,51;"Ideal";"G";"SI1";61,1;57;11465;7,46;7,4;4,54
"23471";1,23;"Ideal";"G";"VVS1";59,5;57;11469;7;6,98;4,16
"23472";1,57;"Premium";"H";"VS2";61;59;11470;7,5;7,54;4,59
"23473";1,53;"Ideal";"E";"SI1";61;55;11470;7,44;7,49;4,55
"23474";2,03;"Ideal";"I";"SI1";62,9;55;11472;8,11;8,04;5,08
"23475";2,16;"Premium";"H";"SI2";62,3;57;11473;8,29;8,22;5,14
"23476";1,07;"Very Good";"E";"IF";58,6;63;11475;6,7;6,79;3,95
"23477";2,02;"Very Good";"J";"SI2";63,5;57;11475;7,94;8,02;5,07
"23478";1,13;"Ideal";"D";"VS1";61,2;57;11477;6,7;6,72;4,1
"23479";1,28;"Very Good";"G";"VVS2";59,5;56;11478;7,12;7,16;4,25
"23480";1,01;"Premium";"D";"VVS1";59,3;59;11480;6,56;6,53;3,88
"23481";1,51;"Premium";"G";"VS2";60,4;58;11480;7,38;7,43;4,47
"23482";1,7;"Premium";"I";"VVS2";61,8;61;11481;7,57;7,5;4,66
"23483";1,5;"Premium";"F";"SI1";61,4;59;11484;7,31;7,34;4,5
"23484";1,99;"Premium";"G";"SI2";59,1;61;11486;8,08;8,05;4,77
"23485";1,51;"Good";"E";"SI1";62,8;59;11487;7,16;7,2;4,51
"23486";1,54;"Ideal";"G";"VS2";61,5;57;11487;7,44;7,41;4,57
"23487";1,6;"Premium";"G";"VS2";62,2;59;11489;7,45;7,48;4,64
"23488";1,5;"Premium";"D";"SI1";60,5;59;11489;7,44;7,39;4,49
"23489";1,5;"Ideal";"E";"SI1";62;55;11489;7,4;7,32;4,56
"23490";1,5;"Fair";"E";"SI1";56,2;58;11489;7,71;7,6;4,3
"23491";1,58;"Premium";"H";"VS1";61,7;59;11491;7,48;7,42;4,6
"23492";1,01;"Premium";"E";"IF";62,6;58;11491;6,44;6,37;4,01
"23493";1,43;"Ideal";"H";"VS1";62;55;11498;7,21;7,28;4,49
"23494";2,07;"Ideal";"J";"VS2";62,2;56;11500;8,2;8,16;5,09
"23495";1,02;"Ideal";"E";"IF";62,6;57;11500;6,41;6,47;4,03
"23496";2,29;"Very Good";"H";"SI2";63,4;57;11502;8,4;8,33;5,3
"23497";1,24;"Ideal";"G";"VVS1";62,1;56;11503;6,86;6,91;4,28
"23498";1,5;"Good";"G";"VS2";58,8;64;11508;7,43;7,4;4,36
"23499";1,5;"Good";"G";"VS2";63,8;56;11508;7,2;7,15;4,58
"23500";1,6;"Premium";"H";"VS2";62,6;58;11508;7,5;7,45;4,68
"23501";2;"Very Good";"J";"SI2";62,8;57;11510;8,02;8,05;5,04
"23502";1,52;"Ideal";"G";"SI1";63;55;11510;7,31;7,38;4,63
"23503";1,04;"Ideal";"D";"VVS2";60,9;57;11511;6,54;6,6;4
"23504";1,25;"Ideal";"G";"IF";60,2;54;11511;6,99;7,03;4,22
"23505";1,51;"Very Good";"I";"VVS1";62;58;11512;7,27;7,31;4,52
"23506";1,51;"Good";"H";"VS1";59,1;58;11512;7,48;7,52;4,43
"23507";1,7;"Very Good";"I";"VS1";60,6;59;11514;7,64;7,67;4,64
"23508";1,52;"Premium";"H";"VS1";61,4;58;11516;7,3;7,44;4,55
"23509";1,06;"Very Good";"E";"IF";62,7;58;11518;6,48;6,54;4,08
"23510";1,7;"Premium";"I";"VS2";61,4;59;11519;7,6;7,68;4,69
"23511";1,7;"Premium";"I";"VS2";60,7;59;11519;7,63;7,7;4,65
"23512";1,4;"Good";"G";"VVS2";63,4;59;11519;7,04;7,12;4,49
"23513";1,86;"Premium";"H";"SI2";62,3;57;11520;7,85;7,82;4,88
"23514";2,19;"Good";"I";"SI2";63,7;57;11522;8,23;8,19;5,23
"23515";1,56;"Ideal";"G";"SI1";61,2;56;11522;7,49;7,51;4,59
"23516";1,57;"Ideal";"F";"SI1";62,4;56;11523;7,46;7,41;4,64
"23517";1,57;"Premium";"F";"SI1";62;58;11523;7,47;7,41;4,61
"23518";1,5;"Good";"G";"VS1";63,8;59;11524;7,16;7,22;4,59
"23519";1,53;"Ideal";"F";"SI1";61,9;55;11525;7,43;7,36;4,58
"23520";1,53;"Ideal";"F";"SI1";62,5;57;11525;7,38;7,31;4,59
"23521";2,01;"Good";"J";"VS1";63,7;59;11526;7,93;7,86;5,03
"23522";1,58;"Ideal";"I";"VVS1";61,7;53;11526;7,52;7,53;4,65
"23523";1,54;"Very Good";"H";"VS2";62,1;62;11527;7,31;7,38;4,56
"23524";1,38;"Ideal";"G";"VS1";62,2;54;11527;7,18;7,14;4,45
"23525";1,2;"Ideal";"G";"VVS2";60,9;56;11530;6,86;6,91;4,19
"23526";1,2;"Ideal";"G";"VVS2";61;56;11530;6,86;6,88;4,19
"23527";1,56;"Ideal";"H";"VS2";61,5;56;11531;7,46;7,5;4,6
"23528";1,31;"Ideal";"G";"VVS2";60,9;56;11531;7,17;7,07;4,32
"23529";1,51;"Very Good";"G";"VS2";62,1;57;11532;7,37;7,32;4,5
"23530";1,5;"Very Good";"E";"SI1";61,4;59;11533;7,24;7,41;4,5
"23531";1,23;"Premium";"F";"VVS2";61,6;59;11534;6,9;6,8;4,22
"23532";1,63;"Premium";"I";"VS1";61,1;57;11534;7,7;7,58;4,67
"23533";1,6;"Very Good";"E";"SI2";62,5;54;11537;7,5;7,55;4,7
"23534";1,03;"Premium";"E";"VVS1";58,8;59;11538;6,63;6,6;3,89
"23535";1,51;"Ideal";"H";"VS2";62,2;57;11540;7,33;7,29;4,55
"23536";1,51;"Premium";"H";"VS2";60,2;60;11540;7,35;7,33;4,42
"23537";1,51;"Premium";"H";"VS2";62,3;59;11540;7,32;7,28;4,55
"23538";1,51;"Ideal";"H";"VS2";60,6;57;11540;7,46;7,45;4,52
"23539";2;"Premium";"G";"SI2";61,4;59;11544;8,14;8,06;4,97
"23540";3;"Good";"E";"I1";64,2;65;11548;9,08;8,96;5,79
"23541";1,14;"Premium";"F";"VVS1";59,4;59;11549;6,87;6,8;4,06
"23542";1,1;"Ideal";"D";"VVS2";62,2;57;11550;6,58;6,54;4,08
"23543";2,01;"Good";"J";"SI2";63,4;59;11554;7,95;7,99;5,05
"23544";1,73;"Very Good";"I";"SI1";60,9;59;11554;7,71;7,68;4,69
"23545";1,5;"Good";"E";"SI1";58,5;59;11554;7,45;7,49;4,37
"23546";1,5;"Ideal";"H";"VS1";61;56,8;11557;7,36;7,4;4,5
"23547";1,53;"Very Good";"H";"VS2";60,9;63;11557;7,41;7,37;4,5
"23548";1,71;"Ideal";"I";"VS2";60,5;56;11559;7,73;7,71;4,67
"23549";1,51;"Very Good";"F";"SI1";60,7;60;11560;7,39;7,43;4,5
"23550";1,51;"Very Good";"F";"SI1";62,8;59;11560;7,28;7,31;4,58
"23551";1,51;"Very Good";"F";"SI1";63;61;11560;7,27;7,3;4,59
"23552";1,51;"Good";"F";"SI1";60,9;61;11560;7,3;7,32;4,45
"23553";1,7;"Very Good";"H";"SI1";63,6;59;11560;7,46;7,55;4,77
"23554";1,55;"Premium";"H";"VS1";62,6;58;11562;7,4;7,34;4,61
"23555";1,51;"Very Good";"E";"SI1";63,1;58;11565;7,28;7,23;4,58
"23556";1,51;"Premium";"E";"SI1";62,6;55;11565;7,33;7,25;4,56
"23557";1,51;"Premium";"E";"SI1";62,8;59;11565;7,3;7,26;4,57
"23558";1,51;"Premium";"E";"SI1";61,5;61;11565;7,41;7,31;4,53
"23559";2,01;"Very Good";"J";"SI1";63,4;57;11566;7,97;7,89;5,03
"23560";1,55;"Premium";"H";"VS2";60,7;58;11567;7,51;7,47;4,55
"23561";1,21;"Ideal";"G";"VVS1";61,5;56;11572;6,83;6,89;4,22
"23562";1,5;"Ideal";"G";"SI1";62,8;54;11572;7,31;7,29;4,58
"23563";1,02;"Ideal";"D";"VVS2";62,2;59;11573;6,41;6,46;4
"23564";1,54;"Premium";"G";"SI1";60,5;61;11574;7,47;7,44;4,51
"23565";1,55;"Ideal";"I";"VS2";61,8;55;11574;7,4;7,44;4,58
"23566";1,57;"Premium";"H";"VS2";61;59;11575;7,54;7,5;4,59
"23567";1,75;"Ideal";"G";"SI2";61,6;54,8;11576;7,73;7,78;4,78
"23568";2,09;"Good";"J";"VS2";57,2;64;11576;8,51;8,46;4,85
"23569";1,5;"Good";"G";"VS2";63,3;62;11577;7,08;7,2;4,52
"23570";1,63;"Premium";"G";"SI1";59,9;60;11578;7,64;7,61;4,57
"23571";2,18;"Premium";"H";"SI2";62,3;59;11579;8,37;8,26;5,18
