"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"29202";0,33;"Very Good";"I";"IF";62;58;694;4,44;4,46;2,76
"29203";0,44;"Very Good";"J";"VS1";61,9;57;694;4,83;4,9;3,01
"29204";0,44;"Good";"J";"VS1";63,1;57;694;4,83;4,87;3,06
"29205";0,33;"Ideal";"I";"IF";61,8;55;694;4,46;4,47;2,76
"29206";0,33;"Ideal";"I";"IF";62,2;56;694;4,42;4,45;2,76
"29207";0,3;"Very Good";"F";"VVS1";61,6;56;694;4,34;4,36;2,68
"29208";0,37;"Very Good";"H";"VS1";59,8;59;695;4,66;4,7;2,8
"29209";0,4;"Good";"I";"VS2";64,1;57;695;4,65;4,61;2,97
"29210";0,31;"Ideal";"F";"VVS2";61,3;56;695;4,38;4,39;2,69
"29211";0,31;"Ideal";"E";"VS2";59,8;57;695;4,43;4,46;2,65
"29212";0,32;"Ideal";"F";"VS1";61,2;56,2;695;4,41;4,44;2,71
"29213";0,31;"Ideal";"F";"VS1";61,8;56;695;4,33;4,36;2,68
"29214";0,31;"Ideal";"F";"VS1";61,2;57;695;4,36;4,39;2,68
"29215";0,31;"Ideal";"F";"VS1";61,6;56;695;4,33;4,36;2,68
"29216";0,31;"Ideal";"F";"VS1";60,7;56;695;4,37;4,39;2,66
"29217";0,38;"Ideal";"G";"SI1";60,6;57;695;4,71;4,76;2,87
"29218";0,38;"Ideal";"G";"SI1";61,5;55;695;4,66;4,68;2,87
"29219";0,34;"Ideal";"I";"IF";61,6;54;695;4,5;4,53;2,78
"29220";0,34;"Ideal";"I";"IF";61,9;55;695;4,5;4,52;2,79
"29221";0,34;"Ideal";"I";"IF";61,3;55;695;4,52;4,55;2,78
"29222";0,34;"Ideal";"I";"IF";62,1;54;695;4,49;4,53;2,8
"29223";0,31;"Premium";"G";"VS1";60,4;59;695;4,41;4,37;2,65
"29224";0,31;"Ideal";"G";"VS1";61,9;56;695;4,38;4,34;2,7
"29225";0,31;"Premium";"G";"VS1";62,1;58;695;4,36;4,31;2,69
"29226";0,31;"Ideal";"G";"VS1";62,7;57;695;4,34;4,31;2,71
"29227";0,31;"Fair";"G";"VS1";64,6;55;695;4,31;4,26;2,77
"29228";0,25;"Very Good";"D";"VVS2";59,5;56;696;4,14;4,19;2,48
"29229";0,39;"Very Good";"I";"VS2";60,2;61;696;4,74;4,79;2,87
"29230";0,32;"Very Good";"F";"VS1";62,3;55;696;4,38;4,42;2,74
"29231";0,32;"Very Good";"F";"VS1";61,3;55;696;4,41;4,44;2,71
"29232";0,33;"Very Good";"D";"VS1";60,1;59;696;4,46;4,49;2,69
"29233";0,39;"Very Good";"H";"SI1";58,4;63;696;4,8;4,85;2,82
"29234";0,32;"Ideal";"G";"VS1";59,8;57,9;696;4,44;4,47;2,67
"29235";0,31;"Ideal";"D";"VS1";61,6;54;696;4,33;4,37;2,68
"29236";0,43;"Ideal";"G";"SI2";62,3;53;696;4,84;4,86;3,02
"29237";0,4;"Ideal";"E";"SI1";61,9;57;696;4,74;4,76;2,94
"29238";0,43;"Good";"I";"VS2";58;57;696;4,96;5,01;2,89
"29239";0,34;"Good";"F";"VS1";60,6;63;696;4,46;4,59;2,74
"29240";0,37;"Very Good";"G";"VS1";58,3;62;696;4,72;4,75;2,76
"29241";0,37;"Very Good";"F";"VS2";59,2;61;696;4,63;4,69;2,76
"29242";0,37;"Premium";"F";"VS2";60,5;59;696;4,62;4,67;2,81
"29243";0,37;"Very Good";"F";"VS2";59,7;62;696;4,68;4,7;2,8
"29244";0,34;"Very Good";"E";"VS2";62,7;56;696;4,48;4,51;2,82
"29245";0,34;"Ideal";"E";"VS2";61,8;57;696;4,48;4,52;2,78
"29246";0,34;"Good";"E";"VS2";63,8;56;696;4,44;4,49;2,85
"29247";0,3;"Very Good";"D";"VS1";63,5;55;697;4,24;4,29;2,71
"29248";0,38;"Ideal";"H";"SI1";61,2;56;697;4,7;4,74;2,89
"29249";0,39;"Ideal";"F";"SI1";61,8;57;697;4,68;4,73;2,91
"29250";0,39;"Ideal";"F";"SI1";60,1;58;697;4,74;4,78;2,86
"29251";0,34;"Very Good";"D";"VS2";59,5;56;698;4,55;4,59;2,72
"29252";0,41;"Very Good";"G";"SI1";62,4;56;698;4,75;4,77;2,97
"29253";0,32;"Ideal";"G";"VVS2";61,3;55;698;4,4;4,44;2,71
"29254";0,32;"Ideal";"G";"VVS2";61,2;58;698;4,39;4,43;2,7
"29255";0,33;"Ideal";"H";"VVS1";60,2;60;698;4,49;4,52;2,71
"29256";0,32;"Ideal";"H";"VVS1";61,4;55;698;4,4;4,46;2,72
"29257";0,39;"Ideal";"I";"VS2";60,8;56;698;4,72;4,75;2,88
"29258";0,43;"Ideal";"F";"SI2";61,6;55;698;4,87;4,9;3,01
"29259";0,39;"Ideal";"H";"SI1";61,5;56;698;4,69;4,71;2,89
"29260";0,31;"Ideal";"G";"VS2";61,4;57;698;4,45;4,35;2,7
"29261";0,31;"Premium";"G";"VS2";59;60;698;4,41;4,37;2,59
"29262";0,31;"Premium";"G";"VS2";61;56;698;4,37;4,35;2,66
"29263";0,31;"Premium";"G";"VS2";60,9;58;698;4,38;4,35;2,66
"29264";0,31;"Premium";"E";"SI1";58,3;60;698;4,51;4,48;2,62
"29265";0,31;"Ideal";"E";"SI1";62,8;57;698;4,34;4,32;2,72
"29266";0,31;"Premium";"E";"SI1";60,1;61;698;4,4;4,35;2,63
"29267";0,31;"Very Good";"E";"SI1";63,1;54;698;4,34;4,31;2,73
"29268";0,31;"Very Good";"E";"SI1";63,4;55;698;4,33;4,32;2,74
"29269";0,31;"Very Good";"E";"SI1";63,4;55;698;4,32;4,29;2,73
"29270";0,31;"Premium";"E";"SI1";62,7;58;698;4,33;4,31;2,71
"29271";0,31;"Ideal";"E";"SI1";62,4;57;698;4,34;4,31;2,7
"29272";0,31;"Premium";"E";"SI1";63;59;698;4,31;4,26;2,7
"29273";0,31;"Good";"E";"SI1";63,7;57;698;4,31;4,29;2,74
"29274";0,31;"Ideal";"G";"VS2";62,2;56;698;4,34;4,31;2,69
"29275";0,31;"Premium";"I";"VVS2";59,4;59;698;4,44;4,41;2,63
"29276";0,31;"Premium";"I";"VVS2";62,1;58;698;4,33;4,3;2,68
"29277";0,31;"Premium";"I";"VVS2";61,6;59;698;4,33;4,31;2,66
"29278";0,31;"Premium";"I";"VVS2";61,7;58;698;4,4;4,38;2,71
"29279";0,31;"Ideal";"I";"VVS2";61,6;57;698;4,39;4,35;2,69
"29280";0,31;"Premium";"I";"VVS2";62,2;57;698;4,37;4,34;2,71
"29281";0,25;"Very Good";"F";"VS1";59,7;57;436;4,13;4,21;2,49
"29282";0,25;"Very Good";"F";"VS1";59,6;56;436;4,13;4,16;2,47
"29283";0,25;"Very Good";"E";"VS1";59,9;56;436;4,1;4,15;2,47
"29284";0,25;"Very Good";"D";"VS1";63;59;436;3,97;4;2,51
"29285";0,25;"Ideal";"F";"VS2";62,8;57;436;3,98;4,01;2,51
"29286";0,24;"Ideal";"G";"VS1";62,3;57;436;3,99;4,02;2,49
"29287";0,25;"Ideal";"F";"VS1";61,8;57;436;4,07;4,09;2,52
"29288";0,31;"Ideal";"G";"SI2";62;54;436;4,38;4,42;2,73
"29289";0,31;"Ideal";"G";"SI2";62,2;54;436;4,36;4,39;2,72
"29290";0,31;"Ideal";"G";"SI2";61,9;55;436;4,37;4,39;2,71
"29291";0,31;"Ideal";"I";"SI1";62,1;54;436;4,37;4,39;2,72
"29292";0,31;"Ideal";"I";"SI1";61,9;56;436;4,33;4,36;2,69
"29293";0,31;"Ideal";"I";"SI1";61,3;56;436;4,37;4,4;2,69
"29294";0,31;"Ideal";"I";"SI1";60,8;56;436;4,38;4,41;2,67
"29295";0,31;"Ideal";"I";"SI1";61,5;55;436;4,36;4,39;2,69
"29296";0,31;"Ideal";"I";"SI1";62;53;436;4,37;4,4;2,72
"29297";0,31;"Ideal";"I";"SI1";62,2;54;436;4,36;4,39;2,72
"29298";0,3;"Ideal";"I";"VS2";61,3;58;438;4,3;4,31;2,64
"29299";0,3;"Ideal";"I";"VS2";61,6;57;438;4,28;4,33;2,65
"29300";0,3;"Ideal";"I";"VS2";61,5;58;438;4,28;4,31;2,64
"29301";0,3;"Ideal";"I";"VS2";60,3;57;438;4,36;4,39;2,64
"29302";0,3;"Ideal";"I";"VS2";61,4;58;438;4,29;4,31;2,64
"29303";0,3;"Ideal";"I";"VS2";62,1;54;438;4,32;4,35;2,69
"29304";0,3;"Ideal";"I";"VS2";62;55;438;4,3;4,35;2,68
"29305";0,3;"Ideal";"I";"VS2";62,7;54;438;4,28;4,3;2,69
"29306";0,25;"Ideal";"G";"VS1";62;54;438;4,06;4,07;2,52
"29307";0,25;"Ideal";"G";"VS1";62,3;54;438;4,05;4,11;2,54
"29308";0,25;"Ideal";"G";"VS1";62,6;53;438;4,01;4,07;2,53
"29309";0,25;"Ideal";"G";"VS1";62,7;54;438;4,05;4,08;2,55
"29310";0,34;"Ideal";"F";"SI2";61,9;57;438;4,5;4,52;2,79
"29311";0,31;"Premium";"H";"VS1";59,7;58;698;4,43;4,41;2,64
"29312";0,31;"Premium";"H";"VS1";59,9;60;698;4,45;4,4;2,65
"29313";0,31;"Premium";"H";"VS1";59,9;59;698;4,4;4,38;2,63
"29314";0,31;"Premium";"H";"VS1";61,4;56;698;4,39;4,37;2,69
"29315";0,31;"Ideal";"H";"VS1";62;54;698;4,39;4,35;2,71
"29316";0,31;"Ideal";"H";"VS1";61,1;57;698;4,39;4,35;2,67
"29317";0,31;"Ideal";"H";"VS1";62,6;55;698;4,38;4,34;2,73
