"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"9402";1,03;"Premium";"F";"SI2";62,4;59;4586;6,45;6,38;4
"9403";1;"Good";"F";"SI1";63,8;58;4586;6,28;6,22;3,99
"9404";1;"Premium";"F";"SI1";62,2;58;4586;6,39;6,35;3,96
"9405";0,91;"Very Good";"D";"SI1";63,1;59;4586;6,14;6,1;3,86
"9406";1,03;"Premium";"F";"SI2";61,6;58;4586;6,46;6,43;3,97
"9407";1;"Premium";"F";"SI1";62,9;57;4586;6,37;6,32;3,99
"9408";0,92;"Ideal";"I";"VS1";62,3;55;4587;6,24;6,28;3,9
"9409";0,92;"Ideal";"H";"SI1";61,6;56;4587;6,21;6,25;3,84
"9410";0,9;"Very Good";"H";"VS2";62,3;59;4588;6,13;6,17;3,83
"9411";1,01;"Very Good";"J";"VS1";59,5;59;4588;6,54;6,6;3,91
"9412";1,01;"Very Good";"D";"SI2";62,2;60;4588;6,4;6,43;3,99
"9413";1,01;"Very Good";"G";"SI1";62,9;61;4588;6,36;6,4;4,01
"9414";1,01;"Good";"D";"SI2";63,9;57;4588;6,29;6,36;4,04
"9415";1,01;"Good";"G";"SI1";63,6;57;4588;6,33;6,37;4,04
"9416";1,01;"Very Good";"D";"SI2";58,3;59;4588;6,63;6,67;3,88
"9417";1,01;"Very Good";"G";"SI1";62,9;54;4588;6,41;6,47;4,05
"9418";1,01;"Premium";"G";"SI1";62,5;60;4588;6,34;6,39;3,98
"9419";1,01;"Good";"G";"SI1";63,5;60;4588;6,3;6,33;4,01
"9420";1,01;"Very Good";"G";"SI1";59,6;61;4588;6,47;6,52;3,87
"9421";1,01;"Good";"G";"SI1";63,4;58;4588;6,28;6,33;4
"9422";1,01;"Very Good";"D";"SI2";60,3;57;4588;6,51;6,56;3,94
"9423";1,01;"Good";"G";"SI1";63,9;57;4588;6,3;6,37;4,05
"9424";1,01;"Ideal";"G";"SI1";61,8;57;4588;6,41;6,46;3,98
"9425";1,01;"Very Good";"D";"SI2";61,8;60;4588;6,37;6,41;3,95
"9426";1,01;"Very Good";"D";"SI2";62,8;59;4588;6,34;6,44;4,01
"9427";1,28;"Premium";"H";"SI2";62,4;56;4588;6,97;6,89;4,34
"9428";0,91;"Very Good";"G";"VS1";60,9;54;4590;6,27;6,38;3,85
"9429";1,2;"Very Good";"J";"VS2";62,5;57;4590;6,72;6,79;4,22
"9430";1,05;"Ideal";"F";"SI2";60,9;56;4591;6,56;6,64;4,02
"9431";1,02;"Ideal";"E";"SI1";61,1;56;4591;6,45;6,51;3,96
"9432";1,09;"Very Good";"G";"SI2";62,1;57;4591;6,58;6,63;4,1
"9433";1,06;"Ideal";"I";"SI2";62,7;58;4591;6,48;6,5;4,07
"9434";1,14;"Ideal";"F";"SI2";61,7;56;4591;6,71;6,67;4,13
"9435";1,19;"Premium";"I";"VS2";59,3;59;4591;6,98;6,88;4,11
"9436";1;"Good";"H";"SI2";57,9;62;4592;6,53;6,49;3,77
"9437";1;"Premium";"I";"SI1";59,6;58;4592;6,55;6,5;3,89
"9438";1;"Good";"H";"VVS2";59,5;64;4592;6,44;6,41;3,82
"9439";0,9;"Very Good";"H";"VVS2";63,7;57;4592;6,09;6,02;3,86
"9440";0,9;"Very Good";"H";"VS1";62,3;59;4592;6,12;6,17;3,83
"9441";1,01;"Premium";"I";"VS2";62,5;58;4592;6,39;6,44;4,01
"9442";0,9;"Ideal";"H";"VS1";61,6;56;4592;6,17;6,13;3,79
"9443";0,83;"Ideal";"F";"VS1";62,3;56,4;4592;5,97;6,02;3,73
"9444";1;"Ideal";"D";"SI1";63;56;4592;6,33;6,28;3,97
"9445";0,9;"Ideal";"F";"SI2";61,8;56;4593;6,18;6,21;3,83
"9446";0,9;"Ideal";"F";"SI2";61,9;57;4593;6,13;6,18;3,81
"9447";0,9;"Ideal";"F";"SI2";62,4;55;4593;6,17;6,2;3,86
"9448";1,02;"Very Good";"F";"SI1";63;58;4594;6,36;6,4;4,02
"9449";1,02;"Good";"F";"SI1";63,5;57;4594;6,35;6,4;4,05
"9450";1;"Very Good";"D";"SI2";62,8;58;4595;6,29;6,39;3,98
"9451";0,9;"Very Good";"I";"IF";62,6;59;4596;6,12;6,15;3,84
"9452";0,76;"Ideal";"F";"IF";59,6;58;4596;5,95;5,96;3,55
"9453";1;"Good";"H";"SI1";63,8;53;4596;6,39;6,27;4,04
"9454";1,14;"Premium";"I";"SI1";60,4;60;4596;6,78;6,73;4,08
"9455";1,2;"Ideal";"I";"SI2";63;57;4596;6,77;6,7;4,24
"9456";1,07;"Premium";"F";"SI1";61,7;58;4597;6,58;6,62;4,07
"9457";0,9;"Very Good";"E";"VS2";63,8;55;4598;6,11;6,18;3,92
"9458";1,09;"Very Good";"D";"SI2";62,2;59;4598;6,46;6,49;4,03
"9459";1,38;"Good";"J";"SI2";63,7;58;4598;7,06;7,01;4,48
"9460";1,05;"Premium";"G";"SI2";62,6;62;4598;6,49;6,45;4,05
"9461";0,92;"Premium";"E";"VS2";61,2;62;4600;6,27;6,22;3,82
"9462";0,9;"Very Good";"G";"VS2";62,5;57;4600;6,12;6,14;3,83
"9463";1,51;"Very Good";"J";"I1";63,3;57;4600;7,31;7,23;4,6
"9464";1,11;"Ideal";"H";"SI2";60,9;56;4600;6,71;6,73;4,09
"9465";1,01;"Fair";"E";"SI2";57,1;59;4600;6,65;6,69;3,81
"9466";0,9;"Good";"D";"VS2";63,5;61;4601;6,09;6,16;3,89
"9467";0,9;"Very Good";"G";"VVS1";62,3;58;4601;6,14;6,21;3,85
