"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"40402";0,34;"Ideal";"D";"VVS1";62,4;55;1133;4,45;4,49;2,79
"40403";0,55;"Ideal";"J";"VS2";60,4;58;1133;5,29;5,34;3,21
"40404";0,54;"Ideal";"G";"SI2";61,8;54;1133;5,23;5,25;3,24
"40405";0,54;"Ideal";"G";"SI2";61,8;54;1133;5,24;5,28;3,25
"40406";0,54;"Ideal";"G";"SI2";62,3;58;1133;5,17;5,2;3,23
"40407";0,31;"Ideal";"E";"IF";61,9;56;1133;4,37;4,35;2,7
"40408";0,31;"Premium";"E";"IF";61;59;1133;4,39;4,36;2,67
"40409";0,41;"Very Good";"E";"VVS2";63,1;58;1133;4,75;4,72;2,99
"40410";0,57;"Fair";"F";"SI1";65,8;58;1133;5,2;5,1;3,39
"40411";0,55;"Premium";"E";"SI2";58,4;61;1134;5,37;5,31;3,12
"40412";0,55;"Ideal";"I";"SI1";61,3;55;1134;5,3;5,33;3,26
"40413";0,55;"Ideal";"I";"SI1";61,7;55;1134;5,29;5,31;3,27
"40414";0,55;"Ideal";"H";"SI1";61,5;54;1134;5,3;5,33;3,27
"40415";0,55;"Good";"J";"VS2";64,1;54;1134;5,21;5,18;3,33
"40416";0,63;"Good";"J";"SI1";59,9;64;1134;5,63;5,58;3,36
"40417";0,58;"Ideal";"G";"SI2";62;57;1134;5,35;5,29;3,3
"40418";0,5;"Ideal";"J";"VS1";61,4;58;1134;5,14;5,09;3,15
"40419";0,7;"Good";"H";"I1";56,5;57;1134;5,97;5,86;3,33
"40420";0,7;"Fair";"F";"I1";64,9;59;1134;5,58;5,53;3,61
"40421";0,5;"Fair";"H";"VS1";67,1;58;1134;4,94;4,89;3,3
"40422";0,5;"Fair";"H";"VS1";66,6;58;1134;4,95;4,84;3,26
"40423";0,5;"Fair";"E";"SI1";65,3;58;1134;4,99;4,91;3,23
"40424";0,7;"Good";"F";"I1";63,8;60;1134;5,64;5,45;3,54
"40425";0,43;"Ideal";"E";"VVS2";60,8;57;1135;4,9;4,87;2,97
"40426";0,54;"Very Good";"I";"SI1";63,2;57;1135;5,17;5,21;3,28
"40427";0,45;"Ideal";"G";"VVS2";61,2;56;1135;4,91;4,96;3,02
"40428";0,42;"Ideal";"H";"IF";61;56;1135;4,79;4,82;2,93
"40429";0,4;"Good";"D";"VVS2";60,2;63;1135;4,74;4,8;2,87
"40430";0,4;"Ideal";"J";"VVS1";61,9;56;1136;4,74;4,79;2,95
"40431";0,47;"Ideal";"H";"VS2";61,7;57;1136;4,99;5,03;3,09
"40432";0,42;"Ideal";"G";"SI1";61,6;56;1136;4,83;4,85;2,98
"40433";0,5;"Good";"E";"SI1";65,5;56;1136;4,9;4,99;3,24
"40434";0,5;"Fair";"H";"VS1";66,3;55;1136;4,86;4,91;3,24
"40435";0,36;"Ideal";"F";"IF";62,2;55;1137;4,57;4,62;2,86
"40436";0,55;"Good";"E";"SI1";63,3;54;1138;5,21;5,24;3,31
"40437";0,5;"Premium";"G";"SI1";63;56;1138;5,07;5,02;3,18
"40438";0,36;"Ideal";"F";"IF";61,4;55,9;1138;4,58;4,62;2,82
"40439";0,52;"Good";"D";"SI2";61,8;58;1138;5,17;5,21;3,21
"40440";0,7;"Fair";"G";"I1";65,3;59;1138;5,5;5,47;3,58
"40441";0,5;"Good";"G";"SI1";60,2;64;1138;5,11;5,04;3,05
"40442";0,52;"Premium";"H";"SI1";61,6;57;1138;5,2;5,15;3,19
"40443";0,4;"Good";"E";"VS1";63,8;57;1138;4,72;4,69;3
"40444";0,7;"Premium";"G";"I1";61,6;56;1138;5,8;5,63;3,52
"40445";0,7;"Premium";"G";"I1";59,7;59;1138;5,76;5,57;3,39
"40446";0,7;"Fair";"H";"I1";62,1;66;1138;5,56;5,52;3,44
