"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"52002";0,72;"Very Good";"H";"VS2";62,5;58;2444;5,67;5,73;3,56
"52003";0,78;"Premium";"F";"SI2";62,7;56;2444;5,87;5,84;3,67
"52004";0,7;"Premium";"E";"SI1";62;60;2444;5,72;5,67;3,53
"52005";0,7;"Premium";"E";"SI1";60;62;2444;5,79;5,75;3,46
"52006";0,7;"Premium";"E";"SI1";61,2;60;2444;5,71;5,69;3,49
"52007";0,81;"Ideal";"I";"VS2";62,4;54,8;2444;5,98;6,01;3,75
"52008";0,6;"Ideal";"D";"VS2";62;55;2444;5,39;5,42;3,35
"52009";0,83;"Ideal";"I";"SI2";61,2;59;2444;6,03;6,06;3,7
"52010";0,59;"Ideal";"G";"IF";62;54;2444;5,38;5,43;3,35
"52011";0,78;"Good";"F";"SI2";62,7;61;2444;5,8;5,84;3,65
"52012";0,7;"Good";"D";"SI1";59,9;63;2444;5,74;5,81;3,46
"52013";0,85;"Premium";"G";"SI2";62;58;2444;6,08;6,04;3,76
"52014";0,6;"Premium";"G";"VVS1";60;58;2444;5,53;5,43;3,29
"52015";0,7;"Very Good";"F";"SI1";63,1;60;2445;5,62;5,63;3,55
"52016";0,73;"Very Good";"F";"SI1";62,5;56;2445;5,69;5,73;3,57
"52017";0,7;"Ideal";"F";"SI1";60,8;60;2445;5,74;5,78;3,5
"52018";0,7;"Good";"F";"SI1";61,1;61;2445;5,68;5,71;3,48
"52019";0,71;"Ideal";"F";"SI2";65,3;53;2445;5,64;5,58;3,67
"52020";0,73;"Very Good";"H";"VS1";58,7;61;2446;5,9;5,95;3,48
"52021";0,72;"Good";"F";"SI1";60,4;61;2446;5,75;5,8;3,49
"52022";0,73;"Premium";"F";"VS2";58,9;60;2446;5,9;5,81;3,45
"52023";0,57;"Ideal";"E";"VVS2";62;57;2447;5,29;5,33;3,29
"52024";0,57;"Ideal";"E";"VVS2";61,5;56;2447;5,31;5,35;3,28
"52025";0,53;"Ideal";"F";"IF";62,4;55;2447;5,2;5,19;3,24
"52026";0,74;"Premium";"G";"SI1";59,6;59;2447;5,94;5,87;3,52
"52027";0,74;"Premium";"E";"SI2";59;55;2447;6,03;5,94;3,53
"52028";0,76;"Good";"G";"SI1";57,7;63;2447;6,05;5,97;3,47
"52029";0,8;"Premium";"F";"SI2";61,4;58;2447;5,95;5,93;3,65
"52030";0,71;"Very Good";"I";"VVS2";61,5;58;2448;5,73;5,81;3,55
"52031";0,71;"Very Good";"G";"SI1";61,7;59;2448;5,72;5,78;3,55
"52032";0,72;"Ideal";"G";"SI2";60,8;57;2449;5,79;5,82;3,52
"52033";0,71;"Good";"I";"VVS2";63,6;57;2450;5,69;5,66;3,61
"52034";0,71;"Very Good";"I";"VVS2";63,1;58;2450;5,71;5,64;3,58
"52035";0,71;"Premium";"I";"VVS2";61,9;60;2450;5,75;5,69;3,54
"52036";0,71;"Very Good";"E";"VS2";63,4;60;2450;5,71;5,67;3,61
"52037";0,71;"Very Good";"E";"VS2";63,4;61;2450;5,6;5,57;3,54
"52038";0,71;"Premium";"G";"SI1";58,9;62;2450;5,92;5,83;3,46
"52039";0,71;"Ideal";"I";"VVS1";61,2;57;2450;5,79;5,76;3,53
"52040";0,71;"Good";"D";"SI1";56,8;62;2450;5,93;5,89;3,37
"52041";0,71;"Very Good";"H";"VS2";59,2;63;2450;5,85;5,81;3,45
"52042";0,71;"Premium";"E";"SI2";62,6;58;2450;5,7;5,67;3,56
"52043";0,71;"Ideal";"H";"VS2";60,9;55;2450;5,76;5,74;3,5
"52044";0,74;"Very Good";"H";"VS2";62,9;57;2451;5,73;5,78;3,62
"52045";0,76;"Premium";"E";"SI2";62,4;58;2451;5,83;5,86;3,65
"52046";0,55;"Very Good";"G";"VVS1";61,5;55,1;2451;5,26;5,28;3,24
"52047";0,73;"Ideal";"I";"VVS2";60,1;56;2451;5,88;5,86;3,53
"52048";0,8;"Premium";"G";"SI2";61,4;56;2451;5,99;5,96;3,67
"52049";0,8;"Very Good";"G";"SI2";63,1;59;2451;5,85;5,78;3,67
"52050";0,72;"Ideal";"G";"SI2";61,3;56;2451;5,76;5,81;3,55
"52051";0,79;"Good";"I";"VS2";58,5;62;2451;5,99;6,04;3,52
"52052";0,72;"Good";"I";"VS1";61,3;63;2451;5,67;5,75;3,5
"52053";0,72;"Ideal";"I";"VVS2";61,2;59;2452;5,75;5,79;3,53
"52054";0,74;"Premium";"F";"SI1";58,7;58;2452;5,93;5,86;3,46
"52055";0,71;"Ideal";"D";"SI2";61,9;56;2452;5,78;5,73;3,56
"52056";1,02;"Premium";"F";"I1";59,6;59;2452;6,51;6,45;3,87
"52057";0,7;"Very Good";"H";"VS1";62,5;61;2453;5,62;5,67;3,53
"52058";0,7;"Very Good";"H";"VS1";61,2;55;2453;5,68;5,72;3,49
"52059";0,7;"Very Good";"F";"SI1";59,2;60;2453;5,77;5,79;3,42
"52060";0,7;"Very Good";"E";"SI2";60,4;59;2453;5,7;5,75;3,46
"52061";0,7;"Ideal";"E";"SI2";62,1;56;2453;5,65;5,68;3,52
"52062";0,75;"Good";"E";"SI2";63,8;55;2453;5,74;5,8;3,68
"52063";0,7;"Good";"E";"SI2";63,5;56;2453;5,6;5,68;3,58
"52064";0,7;"Very Good";"E";"SI2";62,8;59;2453;5,64;5,69;3,56
"52065";0,73;"Ideal";"I";"VS2";61,7;55;2453;5,79;5,82;3,58
"52066";0,7;"Ideal";"F";"SI1";62,6;57;2453;5,59;5,62;3,51
"52067";0,79;"Ideal";"G";"SI2";60,8;57;2453;5,99;5,96;3,63
"52068";0,71;"Very Good";"G";"VS2";63,5;57;2454;5,61;5,64;3,57
"52069";0,54;"Ideal";"F";"VVS2";62;55;2454;5,24;5,25;3,25
"52070";0,5;"Ideal";"D";"VS1";60,6;57;2454;5,15;5,18;3,13
"52071";0,96;"Premium";"I";"SI2";59,1;62;2454;6,48;6,38;3,79
"52072";0,71;"Very Good";"E";"SI1";61,9;56;2455;5,68;5,72;3,53
"52073";0,81;"Ideal";"J";"VS2";62,1;56;2455;5,94;5,97;3,7
"52074";0,73;"Ideal";"F";"SI2";62,5;56;2455;5,73;5,75;3,59
"52075";0,7;"Very Good";"F";"VS2";63,4;56;2455;5,69;5,63;3,59
"52076";0,71;"Very Good";"I";"VVS1";63;58;2456;5,68;5,72;3,59
"52077";0,71;"Very Good";"I";"VVS1";63,5;57;2456;5,65;5,68;3,6
"52078";0,75;"Ideal";"G";"SI1";62,2;57;2456;5,8;5,84;3,62
"52079";0,82;"Premium";"G";"SI2";62,3;58;2456;5,96;5,98;3,72
"52080";0,53;"Ideal";"E";"VVS2";60,5;57;2456;5,24;5,28;3,18
"52081";0,78;"Ideal";"J";"VS2";62,3;55;2456;5,88;5,91;3,67
"52082";0,72;"Ideal";"F";"SI2";61,8;57;2456;5,75;5,78;3,56
"52083";0,84;"Ideal";"J";"VS1";62;55;2456;6,07;6,06;3,76
"52084";0,77;"Good";"H";"SI1";57,2;65;2457;6,08;6,02;3,46
"52085";0,77;"Premium";"H";"SI1";60,9;60;2457;5,89;5,87;3,58
"52086";0,77;"Premium";"H";"SI1";61,6;60;2457;5,91;5,87;3,59
"52087";0,72;"Ideal";"D";"SI2";62,3;57;2457;5,8;5,75;3,6
"52088";0,71;"Premium";"F";"SI1";62,3;57;2458;5,73;5,66;3,55
"52089";0,71;"Ideal";"E";"SI2";61,9;56;2458;5,73;5,76;3,56
"52090";0,72;"Ideal";"H";"SI1";62,2;58;2458;5,72;5,76;3,57
"52091";0,71;"Premium";"F";"SI1";62,3;60;2458;5,68;5,65;3,53
"52092";0,71;"Very Good";"D";"SI2";63,3;55;2458;5,72;5,65;3,6
"52093";0,71;"Fair";"F";"SI1";59,8;70;2458;5,89;5,72;3,48
