"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"33002";0,34;"Ideal";"G";"VVS1";60,4;56;813;4,52;4,55;2,74
"33003";0,3;"Ideal";"E";"VVS1";61;56;813;4,34;4,38;2,66
"33004";0,32;"Ideal";"E";"VVS1";60,9;56;813;4,41;4,43;2,69
"33005";0,38;"Ideal";"E";"VS2";61,5;55;813;4,67;4,7;2,88
"33006";0,44;"Ideal";"G";"SI1";61,1;56;813;4,92;4,94;3,01
"33007";0,3;"Ideal";"G";"IF";61,8;55;813;4,33;4,35;2,68
"33008";0,4;"Fair";"E";"VS2";64,7;58;813;4,63;4,67;3,01
"33009";0,43;"Premium";"F";"SI2";58,3;62;813;4,97;4,91;2,88
"33010";0,41;"Very Good";"G";"VS2";61,4;59,2;813;4,76;4,78;2,93
"33011";0,31;"Good";"E";"IF";64,2;60;813;4,22;4,28;2,73
"33012";0,3;"Very Good";"E";"VVS2";60,7;55;814;4,35;4,36;2,65
"33013";0,3;"Very Good";"F";"VVS1";61,1;57;814;4,31;4,33;2,64
"33014";0,3;"Very Good";"F";"VVS1";62,6;56;814;4,27;4,29;2,68
"33015";0,4;"Very Good";"E";"VS2";59,1;60;814;4,81;4,84;2,85
"33016";0,31;"Good";"F";"VS1";56,7;60;814;4,57;4,5;2,57
"33017";0,31;"Fair";"E";"VS2";54,2;63;814;4,61;4,51;2,47
"33018";0,31;"Ideal";"F";"VVS2";60,2;55;814;4,43;4,45;2,67
"33019";0,33;"Ideal";"E";"VVS2";60,9;56;814;4,45;4,48;2,72
"33020";0,33;"Ideal";"E";"VVS2";61,2;56;814;4,46;4,5;2,74
"33021";0,33;"Ideal";"E";"VVS2";61,2;56;814;4,44;4,48;2,73
"33022";0,3;"Ideal";"D";"VVS2";61,7;57;814;4,33;4,36;2,68
"33023";0,3;"Ideal";"D";"VVS2";62;53;814;4,33;4,35;2,69
"33024";0,3;"Ideal";"D";"VVS2";61,9;55;814;4,28;4,31;2,66
"33025";0,3;"Ideal";"D";"VVS2";61,6;58;814;4,29;4,32;2,65
"33026";0,3;"Ideal";"D";"VVS2";61,7;55;814;4,33;4,36;2,68
"33027";0,3;"Ideal";"D";"VVS2";61,6;57;814;4,31;4,32;2,66
"33028";0,3;"Ideal";"D";"VVS2";62,4;54;814;4,3;4,32;2,69
"33029";0,3;"Ideal";"D";"VVS2";60,7;58;814;4,3;4,33;2,62
"33030";0,3;"Ideal";"D";"VVS2";62,1;57;814;4,27;4,3;2,66
"33031";0,3;"Ideal";"D";"VVS2";62,2;55;814;4,32;4,33;2,69
"33032";0,32;"Ideal";"G";"VVS1";61,2;55;814;4,41;4,44;2,71
"33033";0,32;"Ideal";"G";"VVS1";61,4;57;814;4,39;4,41;2,7
"33034";0,32;"Ideal";"G";"VVS1";61,9;55;814;4,43;4,46;2,75
"33035";0,32;"Ideal";"G";"VVS1";61,2;55;814;4,41;4,44;2,71
"33036";0,32;"Ideal";"G";"VVS1";61,7;56;814;4,4;4,42;2,72
"33037";0,32;"Ideal";"G";"VVS1";61,6;55;814;4,43;4,47;2,74
"33038";0,32;"Ideal";"G";"VVS1";61,4;57;814;4,42;4,44;2,72
"33039";0,32;"Ideal";"G";"VVS1";61,1;55;814;4,43;4,45;2,71
"33040";0,32;"Ideal";"G";"VVS1";61,1;55;814;4,45;4,48;2,73
"33041";0,32;"Ideal";"G";"VVS1";62,2;53;814;4,42;4,45;2,76
"33042";0,32;"Ideal";"G";"VVS1";61,2;56;814;4,42;4,44;2,71
"33043";0,32;"Ideal";"G";"VVS1";61,8;55;814;4,4;4,43;2,73
"33044";0,32;"Ideal";"G";"VVS1";61,8;54;814;4,41;4,43;2,73
"33045";0,32;"Ideal";"G";"VVS1";61,8;54;814;4,4;4,43;2,73
"33046";0,3;"Ideal";"F";"VVS1";61,8;57;814;4,3;4,34;2,67
"33047";0,3;"Ideal";"F";"VVS1";62,2;57;814;4,28;4,31;2,67
"33048";0,3;"Ideal";"F";"VVS1";61,6;58;814;4,27;4,3;2,64
"33049";0,3;"Ideal";"F";"VVS1";62,6;55;814;4,28;4,31;2,69
"33050";0,3;"Ideal";"F";"VVS1";61,6;55;814;4,33;4,37;2,68
"33051";0,3;"Ideal";"F";"VVS1";62,5;57;814;4,26;4,29;2,67
"33052";0,3;"Ideal";"F";"VVS1";61,9;54;814;4,35;4,37;2,7
"33053";0,3;"Ideal";"F";"VVS1";62,1;54;814;4,32;4,35;2,69
"33054";0,3;"Ideal";"F";"VVS1";61,5;58;814;4,3;4,32;2,65
"33055";0,3;"Ideal";"F";"VVS1";61,9;58;814;4,26;4,3;2,65
"33056";0,3;"Ideal";"F";"VVS1";62,5;55;814;4,26;4,29;2,67
