"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"3602";0,91;"Ideal";"G";"SI2";62,2;57;3425;6,18;6,24;3,86
"3603";0,93;"Good";"G";"SI2";64,5;56,3;3425;6,08;6,14;3,94
"3604";0,91;"Good";"H";"SI1";63,9;60;3425;6,13;6,08;3,9
"3605";1,04;"Good";"J";"SI2";64,2;59;3425;6,47;6,38;4,13
"3606";1;"Fair";"J";"SI1";64,9;58;3427;6,29;6,23;4,06
"3607";1;"Very Good";"G";"SI2";58,2;63;3427;6,53;6,49;3,79
"3608";0,72;"Ideal";"E";"VS2";61,7;55;3427;5,8;5,77;3,57
"3609";1,02;"Good";"H";"SI2";58,6;64;3427;6,32;6,26;3,68
"3610";1;"Premium";"G";"SI2";60,7;59;3427;6,45;6,41;3,9
"3611";0,9;"Good";"F";"SI1";64,3;57;3427;6,08;6,01;3,89
"3612";0,9;"Ideal";"G";"SI2";62,7;55;3428;6,11;6,17;3,85
"3613";0,82;"Ideal";"F";"SI1";61,1;56;3428;6,06;6,08;3,71
"3614";0,77;"Good";"D";"VS2";64,3;56;3428;5,84;5,77;3,73
"3615";1,05;"Ideal";"I";"VS2";62,2;56;3428;6,52;6,5;4,05
"3616";0,77;"Very Good";"D";"VS2";63,1;57;3428;5,86;5,83;3,69
"3617";0,77;"Premium";"D";"VS2";61,2;59;3428;5,91;5,86;3,6
"3618";0,77;"Premium";"D";"VS2";61,3;60;3428;5,92;5,89;3,62
"3619";0,7;"Very Good";"E";"VVS2";61,5;58;3429;5,67;5,71;3,5
"3620";0,78;"Very Good";"F";"VS2";62,2;58;3429;5,86;5,9;3,66
"3621";0,8;"Premium";"F";"VS2";61,6;58;3429;5,98;6,03;3,7
"3622";0,8;"Ideal";"F";"VS2";62,7;54;3429;5,91;5,95;3,72
"3623";0,8;"Good";"F";"VS2";63,2;55;3429;5,88;5,9;3,72
"3624";0,73;"Ideal";"E";"VS2";61,6;56;3429;5,8;5,82;3,58
"3625";0,89;"Ideal";"E";"SI2";62,4;56;3429;6,04;6,08;3,78
"3626";0,73;"Ideal";"H";"IF";61,4;59;3429;5,77;5,83;3,56
"3627";0,9;"Premium";"I";"VS2";59,8;61;3431;6,22;6,13;3,69
"3628";0,9;"Premium";"I";"VS2";62,4;60;3431;6,16;6,06;3,81
"3629";0,76;"Ideal";"E";"VS2";62,1;56;3431;5,83;5,87;3,63
"3630";0,71;"Ideal";"G";"VS1";61,7;56;3431;5,72;5,75;3,53
"3631";0,71;"Ideal";"G";"VS1";61,8;57;3431;5,69;5,73;3,53
"3632";0,71;"Ideal";"G";"VS1";61,7;57;3431;5,7;5,75;3,53
"3633";0,71;"Ideal";"G";"VS1";61,6;55;3431;5,71;5,75;3,53
"3634";0,71;"Ideal";"G";"VS1";61,5;55;3431;5,72;5,77;3,54
"3635";0,71;"Ideal";"G";"VS1";60,7;57;3431;5,76;5,8;3,51
"3636";0,71;"Ideal";"G";"VS1";61,8;55;3431;5,71;5,76;3,55
"3637";0,79;"Very Good";"D";"SI1";59,7;57;3432;5,96;5,99;3,57
"3638";0,74;"Ideal";"G";"VS2";61,2;56;3434;5,82;5,85;3,57
"3639";0,91;"Very Good";"G";"SI2";60,4;61;3435;6,21;6,28;3,77
"3640";0,75;"Ideal";"E";"VS2";61,9;57;3435;5,81;5,83;3,6
"3641";0,71;"Ideal";"E";"VS1";61,4;57;3435;5,81;5,78;3,56
"3642";0,79;"Good";"F";"VS1";57,7;58;3436;6,06;6,14;3,52
"3643";0,9;"Very Good";"G";"SI2";64,2;60;3437;6,02;6,09;3,89
"3644";0,9;"Very Good";"H";"SI1";62,8;58;3437;6,13;6,16;3,86
"3645";0,9;"Very Good";"H";"SI1";62,8;57;3437;6,14;6,18;3,87
"3646";0,9;"Premium";"F";"SI1";62,6;62;3437;6,13;6,11;3,83
